skill_id,skill_name,skill_type,reuse_level,description
implement-corporate-governance,implement corporate governance,skill/competence,sector-specific,"Apply a set of principles and mechanisms by which an organisation is managed and directed, set procedures of information, control flow and decision making, distribute rights and responsibilities among departments and individuals, set corporate objectives and monitor and evaluate actions and results."
implement-customer-follow-up,implement customer follow-up,skill/competence,sector-specific,Implement strategies that ensures post-sale follow up of customer satisfaction or loyalty regarding one's product or service.
implement-data-quality-processes,implement data quality processes,skill/competence,cross-sector,"Apply quality analysis, validation and verification techniques on data to check data quality integrity."
implement-data-warehousing-techniques,implement data warehousing techniques,skill/competence,sector-specific,"Apply models and tools such as online analytical processing (OLAP) and Online transaction processing (OLTP), to integrate structured or unstructured data from sources, in order to create a central depository of historical and current data."
implement-front-end-website-design,implement front-end website design,skill/competence,sector-specific,Develop website layout and enhance user experience based on provided design concepts.
implement-ict-coding-conventions,implement ICT coding conventions,skill/competence,occupation-specific,"Apply guidelines for ICT programming techniques, such as conventions, code design patterns and practices to achieve higher security, reliability, better readability and maintenance of the product."
implement-ict-network-diagnostic-tools,implement ICT network diagnostic tools,skill/competence,sector-specific,"Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision making."
implement-ict-recovery-system,implement ICT recovery system,skill/competence,sector-specific,"Create, manage and implement ICT system recovery plan in case of crisis in order to retrieve information and reacquire use of the system."
implement-ict-risk-management,implement ICT risk management,skill/competence,sector-specific,"Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy."
implement-ict-safety-policies,implement ICT safety policies,skill/competence,sector-specific,"Apply guidelines related to securing access and use of computers, networks, applications and the computer data being managed."
implement-marketing-strategies,implement marketing strategies,skill/competence,cross-sector,"Implement strategies which aim to promote a specific product or service, using the developed marketing strategies."
implement-sales-strategies,implement sales strategies,skill/competence,sector-specific,Carry out the plan to gain competitive advantage on the market by positioning the company's brand or product and by targeting the right audience to sell this brand or product to.
implement-spam-protection,implement spam protection,skill/competence,sector-specific,Install and configure software that supports email-users to filter messages that contain malware or that are unsolicited.
implement-strategic-planning,implement strategic planning,skill/competence,cross-sector,Take action on the goals and procedures defined at a strategic level in order to mobilise resources and pursue the established strategies.
improve-business-processes,improve business processes,skill/competence,cross-sector,Optimise the series of operations of an organisation to achieve efficiency. Analyse and adapt existing business operations in order to set new objectives and meet new goals.
increase-the-impact-of-science-on-policy-and-society,increase the impact of science on policy and society ,skill/competence,cross-sector,Influence evidence-informed policy and decision making by providing scientific input to and maintaining professional relationships with policymakers and other stakeholders.
incremental-development,Incremental development,knowledge,sector-specific,The incremental development model is a methodology to design software systems and applications.
industrial-engineering,industrial engineering,knowledge,cross-sector,"The field of engineering concerned with the development, improvement, and implementation of complex processes and systems of knowledge, people, equipment, etc."
industrial-software,industrial software,knowledge,cross-sector,"The selection of software that aids in estimating, managing and scheduling industrial processes such as design, work flow and production improvement."
inform-on-safety-standards,inform on safety standards,skill/competence,cross-sector,"Inform managers and staff regarding workplace health and safety standards,,especially in the case of dangerous environments, such as in the construction or mining industry."
inform-policy-makers-on-health-related-challenges,inform policy makers on health-related challenges,skill/competence,cross-sector,Provide useful information related to health care professions to ensure policy decisions are made in the benefit of communities.
informatica-powercenter,Informatica PowerCenter,knowledge,sector-specific,"The computer program Informatica PowerCenter is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Informatica."
information-architecture,information architecture,knowledge,sector-specific,"The methods through which information is generated, structured, stored, maintained, linked, exchanged and used."
information-categorisation,information categorisation,knowledge,sector-specific,The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.
information-confidentiality,information confidentiality,knowledge,sector-specific,"The mechanisms and regulations which allow for selective access control and guarantee that only authorised parties (people, processes, systems and devices) have access to data, the way to comply with confidential information and the risks of non-compliance."
information-extraction,information extraction,knowledge,sector-specific,The techniques and methods used for eliciting and extracting information from unstructured or semi-structured digital documents and sources.
information-governance-compliance,information governance compliance,knowledge,occupation-specific,"The policies regarding processes and procedures for use of information, the balance between information availability and information security and IPR (Intellectual Property Rights) and personal data protection."
information-security-strategy,information security strategy,knowledge,sector-specific,"The plan defined by a company which sets the information security objectives and measures to mitigate risks, define control objectives, establish metrics and benchmarks while complying with legal, internal and contractual requirements."
information-structure,information structure,knowledge,sector-specific,"The type of infrastructure which defines the format of data: semi-structured, unstructured and structured."
innovate-in-ict,innovate in ICT,skill/competence,sector-specific,"Create and describe new original research and innovation ideas within the field of information and communication technologies, compare to the emerging technologies and trends and plan the development of new ideas."
innovation-processes,innovation processes,knowledge,sector-specific,"The techniques, models, methods and strategies which contribute to the promotion of steps towards innovation."
insourcing-strategy,insourcing strategy,knowledge,sector-specific,"The high level planning for managing and optimising business processes internally, usually in order to maintain control of critical aspects of work."
inspect-data,inspect data,skill/competence,cross-sector,"Analyse, transform and model data in order to discover useful information and to support decision-making."
inspect-quality-of-products,inspect quality of products,skill/competence,cross-sector,"Use various techniques to ensure the product quality is respecting the quality standards and specifications. Oversee defects, packaging and sendbacks of products to different production departments."
install-electronic-communication-equipment,install electronic communication equipment,skill/competence,sector-specific,Set up and deploy digital and analogue electronic communications. Understand electronic diagrams and equipment specifications.
install-image-equipment,install image equipment,skill/competence,occupation-specific,Install and connect projection and image equipment.
install-low-voltage-wiring,install low voltage wiring,skill/competence,cross-sector,"Plan, deploy, troubleshoot and test low voltage wiring."
install-monitors-for-process-control,install monitors for process control,skill/competence,cross-sector,Plan and deploy a system of monitors for controlling specific processes in an organisation or a system.
install-operating-system,install operating system,skill/competence,cross-sector,"Install the operating system (OS) or software that manages the software resources and computer hardware on a computer system. The operating system is an essential component of any computer system and mediates between the hardware, the application programs, and the end user. Famous examples of computer operating systems include Microsoft Windows, Linux, and Mac OS."
install-signal-repeaters,install signal repeaters,skill/competence,sector-specific,Set up and configure devices which enhance strength of signal of a communication channel to enable proper reception and reproduction in further places.
install-software,install software,skill/competence,cross-sector,"Install machine-readable instructions, such as computer programs, in order to direct the computer's processor to perform a certain set of actions."
instruct-on-set-up-of-equipment,instruct on set up of equipment,skill/competence,occupation-specific,Instruct others on how to properly and safely set up equipment according to specifications and regulations.
instructional-design-models,instructional design models,knowledge,sector-specific,The guidelines or strategies for designing and developing instructions to ensure learners achieve the intended learning outcomes.
instrument-performance-elements,instrument performance elements,knowledge,cross-sector,"Elements that indicate or influence instrument performance. A first indication of the performance of the instrument is the accuracy or precision of the instrument, such as its response time, resolution, and range. A second indication of performance is the technical performance of the instrument, such as its power level, the electromagnetic interference, and transient voltages. A third indication o"
integrate-content-into-output-media,integrate content into output media,skill/competence,sector-specific,"Compile and integrate media and text content into online and offline systems, such as websites, platforms, applications and social media, for publishing and distribution."
integrate-gender-dimension-in-research,integrate gender dimension in research,skill/competence,cross-sector,Take into account in the whole research process the biological characteristics and the evolving social and cultural features of women and men (gender).
integrate-ict-data,integrate ICT data,skill/competence,sector-specific,Combine data from sources to provide unified view of the set of these data.
integrate-marketing-strategies-with-the-global-strategy,integrate marketing strategies with the global strategy,skill/competence,cross-sector,"Integrate the marketing strategy and its elements such as the market definition, competitors, price strategy, and communication with the general guidelines of the global strategy of the company."
integrate-new-products-in-manufacturing,integrate new products in manufacturing,skill/competence,cross-sector,"Assist with the integration of new systems, products, methods, and components in the production line. Ensure that production workers are properly trained and follow the new requirements."
integrate-strategic-foundation-in-daily-performance,integrate strategic foundation in daily performance,skill/competence,cross-sector,"Reflect on the strategic foundation of companies, meaning their mission, vision, and values in order to integrate this foundation in the performance of the job position."
integrate-system-components,integrate system components,skill/competence,sector-specific,Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system.
integrated-circuits,integrated circuits,knowledge,cross-sector,"Electronic components, made up from a set of electronic circuits which are placed on semiconductor material, such as silicon. Integrated circuits (IC) can hold billions of electronic components on a microscale and are one of basic components of electronic devices."
integrated-development-environment-software,integrated development environment software,knowledge,sector-specific,"The suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface, such as Visual Studio or Eclipse."
intellectual-property-law,intellectual property law,knowledge,cross-sector,The regulations that govern the set of rights protecting products of the intellect from unlawful infringement.
interact-professionally-in-research-and-professional-environments,interact professionally in research and professional environments,skill/competence,cross-sector,"Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting."
interact-with-users-to-gather-requirements,interact with users to gather requirements,skill/competence,sector-specific,Communicate with users to identify their requirements and collect them. Define all relevant user requirements and document them in an understandable and logical way for further analysis and specification.
interfacing-techniques,interfacing techniques,knowledge,sector-specific,The techniques that relate to interfaces between models and components.
internal-auditing,internal auditing,knowledge,cross-sector,"The practice of observing, testing, and evaluating in a systematic manner the processes of the organisation in order to improve effectivity, reduce risks, and add value to the organisation by installing a preventive culture."
internal-risk-management-policy,internal risk management policy,knowledge,sector-specific,"The internal risk management policies that identify, assess and prioritise risks in an IT environment. The methods used to minimise, monitor and control the possibility and the impact of disastrous events that affect the reaching of business goals."
