skill_id,skill_name,skill_type,reuse_level,description
software-ui-design-patterns,software UI design patterns,knowledge,sector-specific,The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.
solder-electronics,solder electronics,skill/competence,cross-sector,"Operate and use soldering tools and soldering iron, which supply high temperatures to melt the solder and to join electronic components."
solidity,Solidity,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Solidity."
solution-deployment,solution deployment,knowledge,sector-specific,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics."
solve-ict-system-problems,solve ICT system problems,skill/competence,cross-sector,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools."
solve-location-and-navigation-problems-by-using-gps-tools,solve location and navigation problems by using GPS tools,skill/competence,sector-specific,"Use applications and devices which provide users with accurate assessment of their location using system of satellites, such as navigation systems."
solve-problems-in-gambling-through-digital-means,solve problems in gambling through digital means,skill/competence,sector-specific,"Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems."
solve-technical-problems,solve technical problems,skill/competence,cross-sector,"Identify technical problems when operating devices and using digital environments, and solve them (from trouble-shooting to solving more complex problems)."
source-digital-game-creation-systems,Source (digital game creation systems),knowledge,sector-specific,"The game engine Source which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
sparql,SPARQL,knowledge,sector-specific,The computer language SPARQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.
speak-different-languages,speak different languages,skill/competence,cross-sector,Master foreign languages to be able to communicate in one or more foreign languages.
special-needs-education,special needs education,knowledge,cross-sector,"The teaching methods, equipment and settings used to support students with special needs in achieving succes in school or community."
special-needs-learning-equipment,special needs learning equipment,knowledge,sector-specific,"The materials used by a special needs teacher for training students with special educational needs in their classes, more specifically tools such as sensory equipment and equipment for stimulating motor skills."
specify-digital-game-scenes,specify digital game scenes,skill/competence,occupation-specific,"Describe scenes of digital games by communicating and cooperating with artistic crew, designers and artists in order to define the scope of the game's virtual environments."
spelling,spelling,knowledge,cross-sector,The rules concerning the way words are spelled.
spiral-development,Spiral development,knowledge,sector-specific,The spiral development model is a methodology to design software systems and applications.
sql,SQL,knowledge,sector-specific,The computer language SQL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the American National Standards Institute and the International Organization for Standardization.
sql-server,SQL Server,knowledge,sector-specific,"The computer program SQL Server is a tool for creating, updating and managing databases, developed by the software company Microsoft."
sql-server-integration-services,SQL Server Integration Services,knowledge,sector-specific,"The computer program SQL Server Integration Services is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Microsoft."
staf,STAF,knowledge,sector-specific,"The tool STAF is a software program to perform configuration identification, control, status accounting and audit."
standard-sizing-systems-for-clothing,standard sizing systems for clothing,knowledge,sector-specific,"Standard sizing systems for clothing developed by different countries. Differences among the systems and standards of different countries, the development of the systems according to the evolution of the shape of the human body and their usage in the clothing industry."
statistical-analysis-system-software,statistical analysis system software,knowledge,cross-sector,"Specific software system (SAS) used for advanced analytics, business intelligence, data management, and predictive analytics."
statistical-process-control,statistical process control,knowledge,cross-sector,Method of quality control that uses statistics to monitor processes.
statistics,statistics,knowledge,cross-sector,"The study of statistical theory, methods and practices such as collection, organisation, analysis, interpretation and presentation of data. It deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments in order to forecast and plan work-related activities."
stimulate-students-independence,stimulate students' independence,skill/competence,sector-specific,"Encourage students with special needs to perform tasks independently, without the help from a caregiver and teach them personal independence skills."
store-digital-data-and-systems,store digital data and systems,skill/competence,cross-sector,"Use software tools to archive data by copying and backing them up, in order to ensure their integrity and to prevent data loss."
store-film-reels,store film reels,skill/competence,occupation-specific,Store film reels safely after projection and after removing the markings.
store-performance-equipment,store performance equipment,skill/competence,sector-specific,"Dismantle sound, light and video equipment after a performance event and store in a safe place."
strategies-for-handling-cases-of-elder-abuse,strategies for handling cases of elder abuse,knowledge,sector-specific,"The range of strategies and approaches utilised in the identification, termination, and prevention of instances of elder abuse. This incudes understanding of the methods and procedures used to recognise instances of elder abuse, the legal implications of abusive behaviour; and possible intervention and rehabilitation activities."
structure-information,structure information,skill/competence,cross-sector,Organise information using systematic methods such as mental models and according to given standards in order to facilitate user information processing and understanding with respect to the specific requirements and characteristics of the output media.
structure-soundtrack,structure soundtrack,skill/competence,occupation-specific,Structure the music and sound a film to make sure that all components work together.
study-media-sources,study media sources,skill/competence,sector-specific,"Study various media sources such as broadcasts, print media, and online media in order to gather inspiration for the development of creative concepts."
study-relationships-between-characters,study relationships between characters,skill/competence,sector-specific,Study characters in scripts and their relationships to each other.
study-sales-levels-of-products,study sales levels of products,skill/competence,cross-sector,"Collect and analyse sales levels of products and services in order to use this information for determining the quantities to be produced in the following batches, customer feedback, price trends, and the efficiency of sales methods."
study-website-behaviour-patterns,study website behaviour patterns,skill/competence,cross-sector,"Research, analyse and optimise business results and user experience online through the use of tracking website metric tools."
style-sheet-languages,style sheet languages,knowledge,cross-sector,"The field of computer language that conveys the presentation of structured documents such as Cascading Style Sheets (CSS). These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
supervise-brand-management,supervise brand management,skill/competence,cross-sector,"Supervise the promotion of a particular brand of goods, by liaising with the appropriate departments."
supervise-camera-crew,supervise camera crew,skill/competence,sector-specific,"Supervise the camera crew to make sure they use the right equipment, angles, frames, shots, etc., according to the creative vision."
supervise-daily-information-operations,supervise daily information operations,skill/competence,cross-sector,Direct daily operations of different units. Coordinate program/project activities to assure the respect of costs and time.
supervise-data-entry,supervise data entry,skill/competence,cross-sector,"Supervise the entry of information such as addresses or names in a data storage and retrieval system via manual keying, electronic data transfer or by scanning."
supervise-plotting-of-stage-lights,supervise plotting of stage lights,skill/competence,occupation-specific,"Make sure cues for stage lights are adequately entered into the lightboard. Put in levels, positions, changeovers, etc."
supervise-sales-activities,supervise sales activities,skill/competence,sector-specific,"Monitor and oversee the activities related to the ongoing sales in the shop to ensure that sales goals are met, assess areas for improvement, and identify or solve problems that customers could encounter."
supervise-sound-production,supervise sound production,skill/competence,cross-sector,Supervise the creation of sound and decide which music and sounds to use for the movie and theatre production.
supervise-staff,supervise staff,skill/competence,cross-sector,"Oversee the selection, training, performance and motivation of staff."
supervise-work,supervise work,skill/competence,cross-sector,Direct and supervise the day-to-day activities of subordinate personnel.
supplier-management,supplier management,knowledge,sector-specific,"The methods and techniques to ensure that external services and configuration items, which are necessary for the service delivery, are available as requested and as agreed at the service level."
supply-chain-management,supply chain management,knowledge,cross-sector,"The flow of goods in the supply chain, movement and storage of raw materials, work-in-process inventory, and finished goods from point of origin to point of consumption."
supply-machine-with-appropriate-tools,supply machine with appropriate tools,skill/competence,cross-sector,Supply the machine with the necessary tools and items for a particular production purpose. Monitor the stock and replenish when needed.
support-a-designer-in-the-developing-process,support a designer in the developing process,skill/competence,sector-specific,Support designers in the course of the developing process.
support-ict-system-users,support ICT system users,skill/competence,sector-specific,"Communicate with end users, instruct them on how to progress with tasks, use ICT support tools and methods to solve problems and identify possible side effects and provide solutions."
support-managers,support managers,skill/competence,cross-sector,Provide support and solutions to managers and directors in regards with their business needs and requests for the running of a business or the daily operations of a business unit.
swift-computer-programming,Swift (computer programming),knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift."
synchronise-sound-with-images,synchronise sound with images,skill/competence,sector-specific,Synchronise recorded sound with footage.
synchronise-with-mouth-movements,synchronise with mouth movements,skill/competence,sector-specific,Synchronise sound recording with the mouth movements of the original actor.
synfig,Synfig,knowledge,sector-specific,The computer program Synfig is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by Robert Quattlebaum.
synthesise-information,synthesise information,skill/competence,cross-sector,"Critically read, interpret, and summarize new and complex information from diverse sources."
synthesise-research-publications,synthesise research publications,skill/competence,cross-sector,"Read and interpret scientific publications that present a research problem, the methodology, its solution and hypothesis. Compare them and extract the information needed."
system-backup-best-practice,system backup best practice,knowledge,cross-sector,The procedures related to preparing for recovery or continuation of technology infrastructure vital to an organisation.
systems-development-life-cycle,systems development life-cycle,knowledge,cross-sector,"The sequence of steps, such as planning, creating, testing and deploying and the models for the development and life-cycle management of a system."
systems-theory,systems theory,knowledge,sector-specific,"The principles that can be applied to all types of systems at all hierarchical levels, which describe the system's internal organisation, its mechanisms of maintaining identity and stability and achieving adaptation and self-regulation and its dependencies and interaction with the environment."
systems-thinking,systems thinking,knowledge,occupation-specific,"The integrated approach to understanding how various constituents of a system interrelate, interact and influence one another within a whole logistic system."
take-measurements-of-performance-space,take measurements of performance space,skill/competence,occupation-specific,Measure the performance space in order to calculate the amount of lighting equipment needed and where to place them.
take-pictures,take pictures,skill/competence,sector-specific,"Take photographs of individual people, families and groups, either in a studio setting or on location."
taleo,Taleo,knowledge,sector-specific,"The computer program Taleo is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
task-algorithmisation,task algorithmisation,knowledge,cross-sector,The techniques to convert unstructured descriptions of a process into step-by-step sequence of actions of a finite number of steps.
teach-computer-science,teach computer science,skill/competence,sector-specific,"Instruct students in the theory and practice of computer science, more specifically in the development of software systems, programming languages, artificial intelligence, and software security."
teach-digital-literacy,teach digital literacy,skill/competence,cross-sector,"Instruct students in the theory and practice of (basic) digital and computer competency, such as typing efficiently, working with basic online technologies, and checking email. This also includes coaching students in the proper use of computer hardware equipment and software programmes."
teach-in-academic-or-vocational-contexts,teach in academic or vocational contexts,skill/competence,cross-sector,"Instruct students in the theory and practice of academic or vocational subjects, transferring the content of own and others' research activities."
teamwork-principles,teamwork principles,knowledge,cross-sector,"The cooperation between people characterised by a unified commitment to achieving a given goal, participating equally, maintaining open communication, facilitating effective usage of ideas etc."
technical-drawings,technical drawings,knowledge,cross-sector,"Drawing software and the various symbols, perspectives, units of measurement, notation systems, visual styles and page layouts used in technical drawings."
technically-design-a-sound-system,technically design a sound system,skill/competence,sector-specific,"Set up, test and operate a complex audio system, based on a given sound concept. This could be a permanent as well as a temporary installation."
telecommunication-industry,telecommunication industry,knowledge,cross-sector,"The major players on the telecommunications market such as organisations manufacturing and distributing telephone terminal equipment, mobile devices, accessibility, and network security."
telecommunication-trunking,telecommunication trunking,knowledge,sector-specific,The method of providing network access to many clients while keeping smaller number of connection components by grouping and sharing connection circuits and frequencies.
tend-lathe,tend lathe,skill/competence,cross-sector,"Tend a lathe designed for cutting manufacturing processes on metal, wooden, plastic materials and others, monitor and operate it, according to regulations."
teradata-database,Teradata Database,knowledge,sector-specific,"The computer program Teradata Database is a tool for creating, updating and managing databases, developed by the software company Teradata Corporation."
test-for-behavioural-patterns,test for behavioural patterns,skill/competence,cross-sector,Discern patterns in the behaviour of individuals by using various tests in order to understand the causes of their behaviour.
test-for-emotional-patterns,test for emotional patterns,skill/competence,cross-sector,Discern patterns in the emotions of individuals by using various tests in order to understand the causes of these emotions.
test-hardware,test hardware,skill/competence,cross-sector,"Test computer hardware systems and components using appropriate equipment and testing methods, such as the system test (ST), the ongoing reliability test (ORT), and the in-circuit test (ICT). Monitor and evaluate system performance and take action if needed."
test-ict-queries,test ICT queries,skill/competence,occupation-specific,Assess that developed queries return and execute correct actions and data.
test-mechatronic-units,test mechatronic units,skill/competence,sector-specific,Test mechatronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
test-microelectronics,test microelectronics,skill/competence,sector-specific,Test microelectronics using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
test-power-electronics,test power electronics,skill/competence,occupation-specific,"Test power electronics using appropriate equipment. Gather and analyse data on systems and components, such as analogue and digital circuit tolerance, power losses and overall efficiency as electricity works its way through circuits. Monitor and evaluate system performance and take action if needed."
test-printed-circuit-boards,test printed circuit boards,skill/competence,sector-specific,"Test the printed circuit board with special testing adapters to ensure optimal efficiency, functionality, and that everything works according to design. Adapt the testing devices to the type of circuit board."
test-system-accessibility-for-users-with-special-needs,test system accessibility for users with special needs,skill/competence,sector-specific,Examine whether software interface complies with standards and regulations so that the system can be used by people with special needs.
test-wireless-devices,test wireless devices,skill/competence,occupation-specific,"Analyse and test wireless devices and digital platforms that use power management integrated circuits (PMIC), radio frequency integrated circuits (RFIC) or wireless chipsets."
thc-hydra,THC Hydra,knowledge,sector-specific,The package THC Hydra is a parallelized login cracker which tests security weaknesses of the systems' protocols for potentially unauthorised access to system information. The main features include network logon cracker and passwords reading and printing.
think-abstractly,think abstractly,skill/competence,cross-sector,"Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences."
tolerate-stress,tolerate stress,skill/competence,sector-specific,Maintain a temperate mental state and effective performance under pressure or adverse circumstances.
tools-for-ict-test-automation,tools for ICT test automation,knowledge,sector-specific,"The specialised software to execute or control tests and compare predicted testing outputs with actual testing results such as Selenium, QTP and LoadRunner"
tools-for-software-configuration-management,tools for software configuration management,knowledge,sector-specific,"The software programs to perform configuration identification, control, status accounting and audit, such as CVS, ClearCase, Subversion, GIT and TortoiseSVN perform this management."
track-key-performance-indicators,track key performance indicators,skill/competence,cross-sector,"Identify the quantifiable measures that a company or industry uses to gauge or compare performance in terms of meeting their operational and strategic goals, using preset performance indicators."
track-price-trends,track price trends,skill/competence,sector-specific,"Monitor the direction and momentum of the product prices on a long-term basis, identify and predict the movement of prices as well as identify the recurring trends."
train-employees,train employees,skill/competence,cross-sector,Lead and guide employees through a process in which they are taught the necessary skills for the perspective job. Organise activities aimed at introducing the work and systems or improving the performance of individuals and groups in organisational settings.
training-subject-expertise,training  subject expertise,knowledge,cross-sector,"The topic, content and methods of the training, acquired by doing research and following training courses."
transcribe-ideas-into-musical-notation,transcribe ideas into musical notation,skill/competence,sector-specific,"Transcribe/translate musical ideas into musical notation, using instruments, pen and paper, or computers."
transfer-uncut-audiovisual-material-to-computer,transfer uncut audiovisual material to computer,skill/competence,sector-specific,"Transfer uncut audiovisual materials to a computer, synchronise them and store them."
translate-artistic-concepts-to-technical-designs,translate artistic concepts to technical designs,skill/competence,cross-sector,Cooperate with the artistic team in order to facilitate the transition from the creative vision and its artistic concepts to a technical design.
translate-requirement-concepts-into-content,translate requirement concepts into content,skill/competence,sector-specific,Develop digital content by following given requirements and guidelines.
translate-requirements-into-visual-design,translate requirements into visual design,skill/competence,cross-sector,"Develop visual design from given specifications and requirements, based on the analysis of the scope and target audience. Create a visual representation of ideas such as logos, website graphics, digital games and layouts."
transmission-technology,transmission technology,knowledge,cross-sector,"Technologies that allow the transmission of analogue or digital information signals over a point-to-point or a point-to-multipoint through the use of communication channels or transmission media, such as optical fibre, copper wire, or wireless communication channels. The information or data are usually transmitted as an electromagnetic signal, such as radio waves or microwaves."
transpose-music,transpose music,skill/competence,sector-specific,Transposing music into an alternate key while keeping the original tone structure.
trigonometry,trigonometry,knowledge,sector-specific,The subdiscipline of mathematics which explores relationships among angles and lengths of triangles.
triplestore,TripleStore,knowledge,sector-specific,The RDF store or TripleStore is a database used for storage and retrieval of Resource Description Framework triples (subject-predicate-object data entities) which can be accessed by semantic queries.
troubleshoot,troubleshoot,skill/competence,cross-sector,"Identify operating problems, decide what to do about it and report accordingly."
troubleshoot-website,troubleshoot website,skill/competence,occupation-specific,"Detect the flaws and malfunctions of a website. Apply troubleshooting techniques on content, structure, interface and interactions in order to find the causes and solve the malfunctions."
tune-a-projector,tune a projector,skill/competence,sector-specific,Focus and tune a projector.
tune-up-wireless-audio-systems,tune up wireless audio systems,skill/competence,sector-specific,Tune up a wireless audio system in a live situation.
types-of-audiovisual-formats,types of audiovisual formats,knowledge,cross-sector,"Various audio and video formats, including digital."
types-of-electronics,types of electronics,knowledge,cross-sector,"The different categories of electronics, such as consumer electronics, medical devices, microelectronics, computers, information and communication equipment, and measuring equipment."
types-of-pottery-material,types of pottery material,knowledge,sector-specific,"Types of clays and mud and their appearance, properties, reaction to fire, etc."
typescript,TypeScript,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in TypeScript."
typography,typography,knowledge,cross-sector,The procedure of arranging written texts for printing processes.
understand-artistic-concepts,understand artistic concepts,skill/competence,sector-specific,"Interpret an artist's explanation or demonstration of their artistic concepts, inceptions and processes and strive to share their vision."
unified-modelling-language,unified modelling language,knowledge,sector-specific,The general-purpose modelling language used in software development to offer a standard visualisation of system designs.
unity-digital-game-creation-systems,Unity (digital game creation systems),knowledge,sector-specific,"The game engine Unity which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
unload-equipment,unload equipment,skill/competence,sector-specific,Handle safe unloading of equipment in given restrictive conditions.
unreal-engine,Unreal Engine,knowledge,sector-specific,"The game engine Unreal Engine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
unstructured-data,unstructured data,knowledge,sector-specific,The information that is not arranged in a pre-defined manner or does not have a pre-defined data model and is difficult to understand and find patterns in without using techniques such as data mining.
update-budget,update budget,skill/competence,sector-specific,Make sure that a given budget remains up to date using most recent and most accurate information. Anticipate possible variations and ensure that the set budgetary goals can be reached within the given context.
update-design-results-during-rehearsals,update design results during rehearsals,skill/competence,sector-specific,"Updating the design results based on observation of the stage image during the rehearsals, especially where the different designs and the action are integrated."
upgrade-firmware,upgrade firmware,skill/competence,cross-sector,"Update basic or integrated software included in devices, network components and embedded systems."
usability-engineering,usability engineering,knowledge,sector-specific,The methods of assessing usability and deriving structured recommendations from the results of an usability test with respect to user needs and behaviours in order to achieve efficient and elegant user interface design.
use-3d-scanners-for-clothing,use 3D scanners for clothing,skill/competence,sector-specific,Use different 3D body scanners and softwares to capture the shape and size of the human body in order to produce 3D body model for the creation of avatars and mannequins.
use-access-control-software,use access control software,skill/competence,sector-specific,"Utilise software to define the roles and manage user authentication, privileges and access rights to ICT systems, data and services."
use-an-application-specific-interface,use an application-specific interface,skill/competence,sector-specific,Understand and use interfaces particular to an application or use case.
use-audio-reproduction-software,use audio reproduction software,skill/competence,sector-specific,"Operate software and equipment that transform and reproduce digital, analogue sounds and sound waves into the desired perceivable audio to be streamed."
use-automatic-programming,use automatic programming,skill/competence,sector-specific,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality."
use-back-up-and-recovery-tools,use back-up and recovery tools,skill/competence,cross-sector,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
use-cad-software,use CAD software,skill/competence,cross-sector,"Use computer-aided design (CAD) systems to assist in the creation, modification, analysis, or optimisation of a design."
use-cam-software,use CAM software,skill/competence,cross-sector,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
use-clinical-assessment-techniques,use clinical assessment techniques,skill/competence,sector-specific,"Use clinical reasoning techniques and clinical judgement when applying a range of appropriate assessment techniques, such as mental status assessment, diagnosis, dynamic formulation, and potential treatment planning."
use-communication-equipment,use communication equipment,skill/competence,sector-specific,"Set up, test and operate different types of communication equipment such as transmission equipment, digital network equipment, or telecommunications equipment."
use-computer-aided-engineering-systems,use computer-aided engineering systems,skill/competence,cross-sector,Use computer-aided engineering software to conduct stress analyses on engineering designs.
use-concurrent-programming,use concurrent programming,skill/competence,sector-specific,"Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together."
use-consulting-techniques,use consulting techniques,skill/competence,cross-sector,Advise clients in different personal or professional matters.
use-content-management-system-software,use content management system software,skill/competence,cross-sector,"Use software that allows publishing, editing and modifying content as well as maintenance from a central interface."
use-creative-suite-software,use creative suite software,skill/competence,occupation-specific,Use a creative software suite such as ''Adobe'' to aid in graphic designing.
use-customer-relationship-management-software,use customer relationship management software,skill/competence,cross-sector,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase targeted sales."
use-data-processing-techniques,use data processing techniques,skill/competence,cross-sector,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams."
use-databases,use databases,skill/competence,cross-sector,"Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data."
use-different-communication-channels,use different communication channels,skill/competence,cross-sector,"Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information."
use-digital-illustration-techniques,use digital illustration techniques,skill/competence,sector-specific,Create drawings using digital illustration programmes and techniques.
use-e-procurement,use e-procurement ,skill/competence,sector-specific,"Use digital procurement technologies and e-procurement applications and tools in order to reduce administrative burden, improve efficiency, and strengthen transparency and accountability of procurement procedures."
use-e-services,use e-services,skill/competence,cross-sector,"Use public and private online services, such as e-commerce, e-governance, e-banking, e-health services."
use-experience-map,use experience map,skill/competence,sector-specific,"Examine all the interactions and touchpoints people have with a product, brand or service. Determine key variables such as duration and frequency of every touchpoint."
use-foreign-languages-for-health-related-research,use foreign languages for health-related research,skill/competence,cross-sector,Use foreign languages for conducting and collaborating in health-related research.
use-functional-programming,use functional programming,skill/competence,sector-specific,"Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which support this method such as LISP, PROLOG and Haskell."
use-ict-ticketing-system,use ICT ticketing system,skill/competence,cross-sector,"Utilise a specialised system to track registration, processing and resolution of issues in an organisation by assigning each of these issues a ticket, registering inputs from involved persons, tracking changes and displaying the status of the ticket, until it is completed."
use-interface-description-language,use interface description language,skill/competence,occupation-specific,Utilise specification language for describing interface connection among software components or programs in a programming-language-independent way. The languages which support this method are among others CORBA and WSDL.
use-it-tools,use IT tools,skill/competence,cross-sector,"Application of computers, computer networks and other information technologies and equipment to storing, retrieving, transmitting and manipulating data, in the context of a business or enterprise."
use-logic-programming,use logic programming,skill/competence,sector-specific,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog."
use-manual-draughting-techniques,use manual draughting techniques,skill/competence,cross-sector,"Use non-computerised draughting techniques to make detailed drawings of designs by hand with specialised tools such as pencils, rulers and templates."
use-markup-languages,use markup languages,skill/competence,sector-specific,"Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML."
use-measurement-instruments,use measurement instruments,skill/competence,cross-sector,"Use different measurement instruments depending on the property to be measured. Utilise various instruments to measure length, area, volume, speed, energy, force, and others."
use-methodologies-for-user-centered-design,use methodologies for user-centered design,skill/competence,sector-specific,"Use design methodologies in which the needs, wishes and limitations of end users of a product, service or process are given extensive attention at each stage of the design process."
use-object-oriented-programming,use object-oriented programming,skill/competence,sector-specific,"Utilise specialised ICT tools for programming paradigm based on the concept of objects, which can contain data in the form of fields and code in the form of procedures. Use programming languages which support this method such as JAVA and C++."
use-pattern-cutting-softwares,use pattern-cutting softwares,skill/competence,sector-specific,"Use pattern-cutting softwares in order to create templates for the manufacturing of wearing apparel, made-up textile articles, and textile products. Set adequate patterns in softwares for replicability of products taking into account sizes and shapes."
use-personal-organization-software,use personal organization software,skill/competence,cross-sector,"Use software tools, such as calendars, to-do lists, time-tracking, contact lists, to help in managing personal efficiency."
use-personal-protection-equipment,use personal protection equipment,skill/competence,cross-sector,"Make use of protection equipment according to training, instruction and manuals. Inspect the equipment and use it consistently."
use-photographic-equipment,use photographic equipment,skill/competence,sector-specific,"Use analogue or digital camera equipment, along with a variety of accessories such as tripods, filters and lenses."
use-polygonal-modelling,use polygonal modelling,skill/competence,occupation-specific,Represent 3D models by using line segments to connect vertices in order to create polygonal mesh on surfaces.
use-precision-tools,use precision tools,skill/competence,cross-sector,"Use electronic, mechanical, electric, or optical precision tools, such as drilling machines, grinders, gear cutters and milling machines to boost accuracy while machining products."
use-presentation-software,use presentation software,skill/competence,cross-sector,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia."
use-query-languages,use query languages,skill/competence,sector-specific,Retrieve information from a database or information system using computer languages designed for the retrieval of data.
use-repair-manuals,use repair manuals,skill/competence,cross-sector,"Apply the information, such as periodic maintenance charts, step by step repair instructions, troubleshooting information and overhaul procedures to perform routine maintenance and repairs."
use-scripting-programming,use scripting programming,skill/competence,sector-specific,"Utilise specialised ICT tools to create computer code that is interpreted by the corresponding run-time environments in order to extend applications and automate common computer operations. Use programming languages which support this method such as Unix Shell scripts, JavaScript, Python and Ruby."
use-session-border-controller,use session border controller,skill/competence,sector-specific,Manage calls during a given voice over Internet Protocol (VoIP) session and ensure security and quality of service by operating a session border controller (SBC).
use-software-design-patterns,use software design patterns,skill/competence,sector-specific,"Utilise reusable solutions, formalised best practices, to solve common ICT development tasks in software development and design."
use-software-for-data-preservation,use software for data preservation,skill/competence,cross-sector,Utilise specialised applications and software to collect and preserve digital information.
use-software-libraries,use software libraries,skill/competence,sector-specific,Utilise collections of codes and software packages which capture frequently used routines to help programmers simplify their work.
use-specialised-design-software,use specialised design software,skill/competence,cross-sector,Developing new designs mastering specialised software.
use-spreadsheets-software,use spreadsheets software,skill/competence,cross-sector,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them."
use-storyboards,use storyboards,skill/competence,sector-specific,"Use a graphic presentation to convey, shot by shot, your creative vision and ideas on how a motion picture should look in terms of light, sound, visuals, costumes or make-up."
use-technical-documentation,use technical documentation,skill/competence,cross-sector,Understand and use technical documentation in the overall technical process.
use-technical-drawing-software,use technical drawing software,skill/competence,cross-sector,Create technical designs and technical drawings using specialised software.
use-testing-equipment,use testing equipment,skill/competence,cross-sector,Use equipment to test performance and operation of machinery.
use-traditional-illustration-techniques,use traditional illustration techniques,skill/competence,sector-specific,"Create drawings using traditional illustration techniques such as watercolour, pen and ink, airbrush art, oil painting, pastels, wood engraving, and linoleum cuts."
use-word-processing-software,use word processing software,skill/competence,cross-sector,"Use computer software applications for composition, editing, formatting, and printing of any sort of written material."
utilise-computer-aided-software-engineering-tools,utilise computer-aided software engineering tools,skill/competence,sector-specific,"Use software tools (CASE) to support the development lifecycle, design and implementation of software and applications of high-quality that can be easily maintained."
utilise-content-types,utilise content types,skill/competence,cross-sector,"Use MIME types and subtypes as standard identifier to indicate the type of data that a file contains such as the type of link, object, script and style elements and the media type."
utilise-decision-support-system,utilise decision support system,skill/competence,sector-specific,Use the available ICT systems that can be used to support business or organisational decision making.
utilise-machine-learning,utilise machine learning,skill/competence,sector-specific,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision."
utilise-regular-expressions,utilise regular expressions,skill/competence,occupation-specific,Combine characters from a specific alphabet using well defined rules to generate character strings that can be used to describe a language or a pattern.
vagrant,Vagrant,knowledge,sector-specific,"The tool Vagrant is a software program to perform configuration identification, control, status accounting and audit."
vbscript,VBScript,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in VBScript."
verify-feasibility,verify feasibility,skill/competence,cross-sector,Interpret an artistic plan and verify whether the described design can be executed.
verify-formal-ict-specifications,verify formal ICT specifications,skill/competence,sector-specific,"Check capabilities, correctness and efficiency of intended algorithm or system to match certain formal specifications."
visual-presentation-techniques,visual presentation techniques,knowledge,sector-specific,"The visual representation and interaction techniques, such as histograms, scatter plots, surface plots, tree maps and parallel coordinate plots, that can be used to present abstract numerical and non-numerical data, in order to reinforce the human understanding of this information."
visual-studio-net,Visual Studio .NET,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Visual Basic."
