skill_id,skill_name,skill_type,reuse_level,description
mark-film-reels,mark film reels,skill/competence,occupation-specific,"Mark beginning, end, and light and sound extinguishing or increasing markers on the reel."
marker-making,marker making,knowledge,sector-specific,"Marker diagram of a precise arrangement of pattern pieces for a specific style and the sizes to be cut from a single spread. Markers can be made by manually tracing master patterns onto the fabric or paper or by manipulating and plotting computerised pattern images. Process of determining the most efficient layout of pattern pieces for a specified style, fabric and distribution of sizes."
market-analysis,market analysis,knowledge,cross-sector,The field of market analysis and research and its particular research methods.
market-pricing,market pricing,knowledge,sector-specific,"Price volatility according to market and price elasticity, and the factors which influence pricing trends and changes in the market in the long and short term."
market-research,market research,knowledge,cross-sector,"The processes, techniques, and purposes comprised in the first step for developing marketing strategies such as the collection of information about customers and the definition of segments and targets."
marketing-mix,marketing mix,knowledge,cross-sector,"Principle of marketing that describes the four fundamental elements in marketing strategies which are the product, the place, the price and the promotion."
marketing-principles,marketing principles,knowledge,cross-sector,The principles of managing the relationship between consumers and products or services for the purpose of increasing sales and improving advertising techniques.
marklogic,MarkLogic,knowledge,sector-specific,"The NoSQL enterprise non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud and which provides features such as semantics, flexible data models and Hadoop integration."
mathematics,mathematics,knowledge,cross-sector,"Mathematics is the study of topics such as quantity, structure, space, and change. It involves the identification of patterns and formulating new conjectures based on them. Mathematicians strive to prove the truth or falsity of these conjectures. There are many fields of mathematics, some of which are widely used for practical applications."
matlab,MATLAB,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in MATLAB."
maximise-sales-revenues,maximise sales revenues,skill/competence,cross-sector,"Increase possible sales volumes and avoid losses through cross-selling, upselling or promotion of additional services."
mdx,MDX,knowledge,sector-specific,The computer language MDX is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft.
measure-customer-feedback,measure customer feedback,skill/competence,cross-sector,Evaluate customer's comments in order to find out whether customers feel satisfied or dissatisfied with the product or service.
measure-electrical-characteristics,measure electrical characteristics,skill/competence,cross-sector,"Measure voltage, current, resistance or other electrical characteristics by using electrical measuring equipment such as multimeters, voltmeters, and ammeters."
measure-software-usability,measure software usability,skill/competence,sector-specific,Check the convenience of the software product for the end user. Identify user problems and make adjustments to improve usability practice. Collect input data on how users evaluate software products.
mechanical-engineering,mechanical engineering,knowledge,sector-specific,"Discipline that applies principles of physics, engineering and materials science to design, analyse, manufacture and maintain mechanical systems."
mechanics,mechanics,knowledge,cross-sector,Theoretical and practical applications of the science studying the action of displacements and forces on physical bodies to the development of machinery and mechanical devices.
mechatronics,mechatronics,knowledge,cross-sector,"Multidisciplinary field of engineering that combines principles of electrical engineering, telecommunications engineering, control engineering, computer engineering, and mechanical engineering in the design of products and manufacturing processes. The combination of these areas of engineering allows for the design and development of ""smart"" devices and the achievement of an optimal balance between"
media-formats,media formats,knowledge,sector-specific,"The various formats in which media can be made available to the audience, such as paper books, e-books, tapes, and analogue signal."
medical-informatics,medical informatics,knowledge,cross-sector,The processes and tools used for the analysis and dissemination of medical data through computerized systems.
meet-deadlines,meet deadlines,skill/competence,cross-sector,Ensure operative processes are finished at a previously agreed-upon time.
meet-expectations-of-target-audience,meet expectations of target audience,skill/competence,cross-sector,Research the needs and expectations of the target audience to ensure the program's theme meets both.
mentor-individuals,mentor individuals,skill/competence,cross-sector,"Mentor individuals by providing emotional support, sharing experiences and giving advice to the individual to help them in their personal development, as well as adapting the support to the specific needs of the individual and heeding their requests and expectations."
metasploit,Metasploit,knowledge,sector-specific,The framework Metasploit is a penetration testing tool which tests security weaknesses of the system for potentially unauthorised access to system information. The tool is based on the concept of 'exploit' which implies executing code on the target machine this way taking advantage of the bugs and vulnerabilities of the target machine.
microelectronics,microelectronics,knowledge,cross-sector,"Microelectronics is a subdiscipline of electronics and relates the study, design, and manufacture of small electronic components, such as microchips."
microprocessors,microprocessors,knowledge,cross-sector,Computer processors on a microscale that integrate the computer central processing unit (CPU) on a single chip.
microsoft-access,Microsoft Access,knowledge,sector-specific,"The computer program Access is a tool for creating, updating and managing databases, developed by the software company Microsoft."
microsoft-visio,Microsoft Visio,knowledge,sector-specific,The computer program Microsoft Visio is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Microsoft.
microsoft-visual-c,Microsoft Visual C++,knowledge,sector-specific,"The computer program Visual C++ is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Microsoft."
microwave-principles,microwave principles,knowledge,sector-specific,"The technologies used in transmission of information or energy via electromagnetic waves between 1000 and 100,000 MHz."
migrate-existing-data,migrate existing data,skill/competence,sector-specific,"Apply migration and conversion methods for existing data, in order to transfer or convert data between formats, storage or computer systems."
mix-live-images,mix live images,skill/competence,sector-specific,Follow different video streams of a live event and mix them together using specialised equipment and software.
mix-multi-track-recordings,mix multi-track recordings,skill/competence,sector-specific,"Mix recorded sound from several sources using a mix panel, and edit it to obtain the desired mix."
mix-sound-in-a-live-situation,mix sound in a live situation,skill/competence,sector-specific,Mix audio signals from multiple sound sources during rehearsals or in a live situation.
ml-computer-programming,ML (computer programming),knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ML."
mobile-device-management,mobile device management,knowledge,sector-specific,"The methods for managing the use of mobile devices within an organisation, while ensuring security."
mobile-device-software-frameworks,mobile device software frameworks,knowledge,sector-specific,"The API (Application Program Interfaces), such as Android, iOS, windows phone which enables programmers to quickly and easily write applications for mobile devices."
mobile-marketing,mobile marketing,knowledge,sector-specific,"The study of marketing which uses mobile devices as a communication channel. This approach can provide potential customers with personalised information (using location or time context) which promotes products, services or ideas."
mobile-operating-systems,mobile operating systems,knowledge,sector-specific,"The features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices, such as Android or iOS."
model-based-system-engineering,model based system engineering,knowledge,cross-sector,"Model-based systems engineering (MBSE) is a methodology for systems engineering that uses visual modelling as the primary means of communicating information. It is focused on creating and exploiting domain models as the primary means of information exchange between engineers and engineering technicians, rather than on document-based information exchange. Therefore, it eliminates the communication "
model-hardware,model hardware,skill/competence,sector-specific,Model and simulate computer hardware using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process.
model-power-electronics,model power electronics,skill/competence,occupation-specific,"Model and simulate power electronics systems, products, and components using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process."
monitor-automated-machines,monitor automated machines,skill/competence,cross-sector,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment in order to identify abnormalities."
monitor-communication-channels-performance,monitor communication channels' performance,skill/competence,sector-specific,Search for possible faults. Perform visual checks. Analyse system indicators and use diagnostic devices.
monitor-developments-in-field-of-expertise,monitor developments in field of expertise,skill/competence,cross-sector,"Keep up with new research, regulations, and other significant changes, labour market related or otherwise, occurring within the field of specialisation."
monitor-developments-in-technology-used-for-design,monitor developments in technology used for design,skill/competence,sector-specific,"Identify and explore recent developments in technology and materials used in the live performance industry, in order to create an up-to-date technical background for one’s personal design work."
monitor-educational-developments,monitor educational developments,skill/competence,cross-sector,"Monitor the changes in educational policies, methodologies and research by reviewing relevant literature and liaising with education officials and institutions."
monitor-ict-research,monitor ICT research,skill/competence,sector-specific,Survey and investigate recent trends and developments in ICT research. Observe and anticipate mastery evolution.
monitor-legislation-developments,monitor legislation developments,skill/competence,cross-sector,"Monitor changes in rules, policies and legislation, and identify how they may influence the organisation, existing operations, or a specific case or situation."
monitor-machine-operations,monitor machine operations,skill/competence,cross-sector,Observing machine operations and evaluating product quality thereby ensuring conformity to standards.
monitor-manufacturing-quality-standards,monitor manufacturing quality standards,skill/competence,cross-sector,Monitor quality standards in manufacturing and finishing process.
monitor-mixing-in-a-live-situation,monitor mixing in a live situation,skill/competence,sector-specific,"Monitor mixing in a live audio situation, under own responsibility."
monitor-quality-of-broadcasts,monitor quality of broadcasts,skill/competence,occupation-specific,"Monitor strength, clarity, and reliability of incoming and outgoing signals to adjust equipment as necessary to maintain the quality of the broadcast."
monitor-sociological-trends,monitor sociological trends,skill/competence,sector-specific,Identify and investigate sociological trends and movements in society.
monitor-student-s-behaviour,monitor student's behaviour,skill/competence,cross-sector,Supervise the student's social behaviour to discover anything unusual. Help solve any issues if necessary.
monitor-system-performance,monitor system performance,skill/competence,sector-specific,"Measure system reliability and performance before, during and after component integration and during system operation and maintenance. Select and use performance monitoring tools and techniques, such as special software."
monitor-technology-trends,monitor technology trends,skill/competence,cross-sector,"Survey and investigate recent trends and developments in technology. Observe and anticipate their evolution, according to current or future market and business conditions."
moodle,Moodle,knowledge,sector-specific,"The computer program Moodle is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
motion-capture,motion capture,knowledge,sector-specific,The process and techniques for capturing the movement of human actors in order to create and animate digital characters that look and move as humanly as possible.
motion-graphics,motion graphics,knowledge,cross-sector,"The techniques and software for creating the illusion of motion such as keyframing, Adobe After Effects, and Nuke."
motivate-employees,motivate employees,skill/competence,cross-sector,"Communicate with employees in order to ensure that their personal ambitions are in line with the business goals, and that they work to meet them."
multi-professional-cooperation-in-health-care,multi-professional cooperation in health care,knowledge,sector-specific,"The way to behave during team meetings, visits and meetings in multi-professional cooperation especially with other health professionals."
multimedia-systems,multimedia systems,knowledge,cross-sector,"The methods, procedures and techniques pertaining to the operation of multimedia systems, usually a combination of software and hardware, presenting various types of media such as video and audio."
musical-genres,musical genres,knowledge,cross-sector,"Different musical styles and genres such as blues, jazz, reggae, rock, or indie."
musical-instruments,musical instruments,knowledge,sector-specific,"The different musical instruments, their ranges, timbre, and possible combinations."
musical-notation,musical notation,knowledge,cross-sector,"The systems used to visually represent music through the use of written symbols, including ancient or modern musical symbols."
musical-theory,musical theory,knowledge,sector-specific,The body of interrelated concepts that constitutes the theoretical background of music.
mysql,MySQL,knowledge,sector-specific,"The computer program MySQL is a tool for creating, updating and managing databases, currently developed by the software company Oracle."
n1ql,N1QL,knowledge,sector-specific,The computer language N1QL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Couchbase.
natural-language-processing,natural language processing,knowledge,sector-specific,The technologies which enable ICT devices to understand and interact with users through human language.
negotiate-buying-conditions,negotiate buying conditions,skill/competence,cross-sector,"Negotiate terms such as price, quantity, quality, and delivery terms with vendors and suppliers in order to ensure the most beneficial buying conditions."
nessus,Nessus,knowledge,sector-specific,"The computer program Nessus is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Tenable Network Security."
network-management-system-tools,network management system tools,knowledge,sector-specific,"The software or hardware tools which enable monitoring, analysis and supervision of individual network components or network parts within a larger network system."
neuromarketing-techniques,neuromarketing techniques,knowledge,sector-specific,A field of marketing which uses medical technologies such as functional Magnetic Resonance Imaging (fMRI) to study the brain’s responses to marketing stimuli.
nexpose,Nexpose,knowledge,sector-specific,"The computer program Nexpose is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Rapid7."
normalise-data,normalise data,skill/competence,sector-specific,"Reduce data to their accurate core form (normal forms) in order to achieve such results as minimisation of dependency, elimination of redundancy, increase of consistency."
nosql,NoSQL,knowledge,sector-specific,"The Not Only SQL non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud."
nursing-science,nursing science,knowledge,cross-sector,The factors that influence human health and the therapeutic interventions that promote health with the purpose to improve individual`s mental and physical health.
object-oriented-modelling,object-oriented modelling,knowledge,sector-specific,"The object-oriented paradigm, which is based on classes, objects, methods and interfaces and their application in software design and analysis, programming organisation and techniques."
objective-c,Objective-C,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Objective-C."
objectstore,ObjectStore,knowledge,sector-specific,"The computer program ObjectStore is a tool for creating, updating and managing databases, developed by the software company Object Design, Incorporated."
observe-student-s-progress,observe student's progress,skill/competence,cross-sector,Follow up on students’ learning progress and assess their achievements and needs.
octopus-deploy,Octopus Deploy,knowledge,sector-specific,The tool Octopus Deploy is a software program used to automate ASP.NET applications deployment to local or on the cloud servers.
office-software,office software,knowledge,cross-sector,"The characteristics and functioning of software programs for office tasks such as word processing, spreadsheets, presentation, email and database."
omnipage,OmniPage,knowledge,sector-specific,"The computer program OmniPage is software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed."
online-ads-campaign-techniques,online ads campaign techniques,knowledge,cross-sector,Techniques to plan and implement a marketing campaign on online ads platforms.
online-analytical-processing,online analytical processing,knowledge,sector-specific,"The online tools which analyse, aggregate and present multi-dimensional data enabling users to interactively and selectively extract and view data from specific points of view."
online-moderation-techniques,online moderation techniques,knowledge,sector-specific,The strategies and methods used to interact online and moderate online users and groups.
open-source-model,Open source model,knowledge,sector-specific,"The open source model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
openedge-advanced-business-language,OpenEdge Advanced Business Language,knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in OpenEdge Advanced Business Language."
openedge-database,OpenEdge Database,knowledge,sector-specific,"The computer program OpenEdge Database is a tool for creating, updating and managing databases, developed by the software company Progress Software Corporation."
operate-3d-computer-graphics-software,operate 3D computer graphics software,skill/competence,sector-specific,"Use graphical ICT tools, such as Autodesk Maya, Blender which enable digital editing, modelling, rendering and composition of graphics. These tools are based in mathematical representation of three-dimensional objects."
operate-a-camera,operate a camera,skill/competence,sector-specific,Capture moving images with a camera. Operate the camera skilfully and safely to obtain high quality material.
operate-a-lighting-console,operate a lighting console,skill/competence,sector-specific,"Operate a light board during rehearsal or live situations, based on visual cues or documentation."
operate-an-audio-mixing-console,operate an audio mixing console,skill/competence,sector-specific,Operate an audio mixing system during rehearsals or during live performances.
operate-audio-equipment,operate audio equipment,skill/competence,sector-specific,"Apply technologies for re-creation or recording of sounds, such as speaking, sound of instruments in electrical or mechanical form."
operate-audio-signal-processors,operate audio-signal processors,skill/competence,cross-sector,Operate audio-signal processors to alter auditory signals.
operate-broadcast-equipment,operate broadcast equipment,skill/competence,sector-specific,"Operate broadcast equipment to produce, switch, receive, record, edit, and reproduce television and radio signals."
operate-call-distribution-system,operate call distribution system,skill/competence,sector-specific,Apply assigning methods (mostly used in call centres) to provide clients with the best possible service by connecting them with the most suitable agent.
operate-electronic-measuring-instruments,operate electronic measuring instruments,skill/competence,sector-specific,"Tend a wide variety of devices for measuring electronic characteristics of system components, such as optical power meter, fibre power meter, digital power meter and multimeter."
operate-garment-manufacturing-machines,operate garment manufacturing machines,skill/competence,sector-specific,"Operate and monitor machines which make miscellaneous wearing apparel articles. Operate and monitor machines that fold cloth into measured length, and measure size of pieces."
operate-lighting-equipment,operate lighting equipment,skill/competence,sector-specific,"Operate lighting equipment used during production of movies, commercials, animations and other visual productions to create an atmosphere with light."
operate-open-source-software,operate open source software,skill/competence,sector-specific,"Operate Open Source software, knowing the main Open Source models, licensing schemes, and the coding practices commonly adopted in the production of Open Source software."
operate-precision-machinery,operate precision machinery,skill/competence,cross-sector,Operate machinery used for the making of small systems or components with a high level of precision.
operate-precision-measuring-equipment,operate precision measuring equipment,skill/competence,cross-sector,"Measure the size of a processed part when checking and marking it to check if it is up to standard by use of two and three dimensional precision measuring equipment such as a caliper, a micrometer, and a measuring gauge."
operate-printing-machinery,operate printing machinery,skill/competence,sector-specific,"Operate machinery for various types of printed documents, adjusting the font, paper size, and weight. This allows ascenders and descenders to be correctly placed."
operate-private-branch-exchange,operate private branch exchange,skill/competence,sector-specific,"Handle Private Branch Exchange (PBX), a telecommunication system within an organisation that switches calls between users on local lines. At the same time the system allows all users to share external phone lines."
operate-projector,operate projector,skill/competence,occupation-specific,Operate projection equipment manually or with a control panel.
operate-relational-database-management-system,operate relational database management system,skill/competence,sector-specific,"Extract, store and verify information using database management systems based on the relational database model, which arranges data into tables of rows and columns, such as Oracle Database, Microsoft SQL Server and MySQL."
operate-remote-broadcast-equipment,operate remote broadcast equipment,skill/competence,sector-specific,Handle equipment that is used for broadcasting from locations which are far from central station. The pickup unit (RPU) is the most common tool for this communication.
operate-scientific-measuring-equipment,operate scientific measuring equipment,skill/competence,cross-sector,"Operate devices, machinery, and equipment designed for scientific measurement. Scientific equipment consists of specialised measuring instruments refined to facilitate the acquisition of data."
operate-sound-live,operate sound live,skill/competence,sector-specific,Operate sound system and audio devices during rehearsals or in a live situation.
operate-the-sound-in-the-rehearsal-studio,operate the sound in the rehearsal studio,skill/competence,sector-specific,"Create cues for any sound technicians and verify their understanding of them. If no sound crew are available, use others' cues to operate the sound system."
operate-video-equipment,operate video equipment,skill/competence,cross-sector,Use of various types of video equipment.
operating-systems,operating systems,knowledge,sector-specific,"The features, restrictions, architectures and other characteristics of operating systems such Linux, Windows, MacOS, etc."
optical-character-recognition-software,optical character recognition software,knowledge,cross-sector,"The software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed."
optics,optics,knowledge,cross-sector,The science that studies the elements and reaction of light.
optimise-choice-of-ict-solution,optimise choice of ICT solution,skill/competence,sector-specific,"Select the appropriate solutions in the field of ICT while taking into account potential risks, benefits and overall impact."
optimise-financial-performance,optimise financial performance,skill/competence,cross-sector,"Direct and coordinate the organisation's financial operations and budget activities, in order to optimise financial performance."
optimise-production,optimise production,skill/competence,sector-specific,"Analyse and identify the strengths and weaknesses of solutions, conclusions or approaches to problems; formulate and plan alternatives."
optoelectronics,optoelectronics,knowledge,cross-sector,Branch of electronics and optics dedicated to the study and use of electronic devices that detect and control light.
oracle-application-development-framework,Oracle Application Development Framework,knowledge,sector-specific,"The Java framework software development environment which provide specific features and components (such as enhanced reusability features, visual and declarative programming) that support and guide enterprise applications development."
oracle-data-integrator,Oracle Data Integrator,knowledge,sector-specific,"The computer program Oracle Data Integrator is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle."
oracle-relational-database,Oracle Relational Database,knowledge,sector-specific,"The computer program Oracle Rdb is a tool for creating, updating and managing databases, developed by the software company Oracle."
oracle-warehouse-builder,Oracle Warehouse Builder,knowledge,sector-specific,"The computer program Oracle Warehouse Builder is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Oracle."
oracle-weblogic,Oracle WebLogic,knowledge,sector-specific,The application server Oracle WebLogic is Java EE based application server which serves as a middle tier that links the back-end databases to the related applications.
organisational-policies,organisational policies,knowledge,sector-specific,The policies to achieve set of goals and targets regarding the development and maintenance of an organisation.
organisational-resilience,organisational resilience,knowledge,sector-specific,"The strategies, methods and techniques that increase the organisation's capacity to protect and sustain the services and operations that fulfil the organisational mission and create lasting values by effectively addressing the combined issues of security, preparedness, risk and disaster recovery."
organisational-structure,organisational structure,knowledge,cross-sector,"Framework of the different departments within the organisation, as well its people, their roles and responsibilities."
organise-compositions,organise compositions,skill/competence,sector-specific,"Arrange and adapt existing musical compositions, add variations to existing melodies or compositions manually or with the use of computer software. Redistribute instrumental parts."
organise-project-meetings,organise project meetings,skill/competence,cross-sector,"Organise project meetings such as the project kick-off meeting and the project review meeting. Plan the meeting agenda, set up conference calls, address any logistical needs and prepare documentation or hand-outs needed for the meeting. Ensure the participation of the project team, the project client and other relevant stakeholders. Draft and circulate the meeting minutes."
organise-projects-to-fill-education-needs,organise projects to fill education needs,skill/competence,cross-sector,"Fill education gaps by organising projects and activities that help people to grow academically, socially or emotionally."
organise-resources-for-artistic-production,organise resources for artistic production,skill/competence,cross-sector,"Coordinate human, material and capital resources within artistic productions, based on the given documentation e.g. scripts."
organise-training,organise training,skill/competence,cross-sector,"Make the necessary preparations to conduct a training session. Provide equipment, supplies and exercise materials. Ensure the training runs smoothly."
outsourcing-model,Outsourcing model,knowledge,sector-specific,"The outsourcing model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
outsourcing-strategy,outsourcing strategy,knowledge,sector-specific,The high level planning for managing and optimising external services of providers to execute business processes.
oversee-clinical-information-system-activities,oversee clinical information system activities,skill/competence,occupation-specific,"Supervise and oversee day-to-day operational and clinical information system activities such as CIS, which are used for collecting and storing clinical information regarding the healthcare delivery process."
oversee-development-of-software,oversee development of software,skill/competence,sector-specific,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test."
oversee-extra-curricular-activities,oversee extra-curricular activities,skill/competence,cross-sector,Supervise and potentially organise educational or recreational activities for the students outside of mandatory classes.
oversee-quality-control,oversee quality control,skill/competence,cross-sector,Monitor and assure the quality of the provided goods or services by overseeing that all the factors of the production meet quality requirements. Supervise product inspection and testing.
owasp-zap,OWASP ZAP,knowledge,sector-specific,"The integrated testing tool OWASP Zed Attack Proxy (ZAP) is a specialised tool which tests web applications security weaknesses, replying on an automated scanner and a REST API."
pack-electronic-equipment,pack electronic equipment,skill/competence,sector-specific,Safely pack sensitive electronic equipment for storage and transport.
parrot-security-os,Parrot Security OS,knowledge,sector-specific,"The operating system Parrot Security is a Linux distribution which performs penetration cloud testing, analysing security weaknesses for potentially unauthorised access."
participate-in-artistic-mediation-activities,participate in artistic mediation activities,skill/competence,sector-specific,"Participate in cultural and artistic mediation activities: announce the activity, give a presentation or talk related to a piece of art or an exhibition, teach a class or a group, lead artistic mediation activities, lead or participate in a public discussion."
participate-in-medical-records-auditing-activities,participate in medical records' auditing activities,skill/competence,sector-specific,"Assist and help with any requests arisen during audits related to the archiving, filling and processing of medical records."
particle-animation,particle animation,knowledge,occupation-specific,"The field of particle animation, an animation technique in which large numbers of graphic objects are used to simulate phenomena, such as flames and explosions and 'fuzzy phenomena' that are difficult to reproduce using conventional rendering methods."
pascal-computer-programming,Pascal (computer programming),knowledge,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Pascal."
pedagogy,pedagogy,knowledge,cross-sector,The discipline that concerns the theory and practice of education including the various instructional methods for educating individuals or groups.
penetration-testing-tool,penetration testing tool,knowledge,sector-specific,"The specialised ICT tools which test security weaknesses of the system for potentially unauthorised access to system information such as Metasploit, Burp suite and Webinspect."
pentaho-data-integration,Pentaho Data Integration,knowledge,sector-specific,"The computer program Pentaho Data Integration is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Pentaho."
perform-backups,perform backups,skill/competence,sector-specific,Implement backup procedures to backup data and systems to ensure permanent and reliable system operation. Execute data backups in order to secure information by copying and archiving to ensure integrity during system integration and after data loss occurrence.
perform-business-analysis,perform business analysis,skill/competence,cross-sector,"Evaluate the condition of a business on its own and in relation to the competitive business domain, performing research, placing data in context of the business' needs and determining areas of opportunity."
perform-classroom-management,perform classroom management,skill/competence,cross-sector,Maintain discipline and engage students during instruction.
perform-clinical-coding-procedures,perform clinical coding procedures,skill/competence,sector-specific,Match and record correctly the specific illnesses and treatments of a patient by using a clinical codes classification system.
perform-contract-compliance-audits,perform contract compliance audits,skill/competence,cross-sector,"Execute a thorough contract compliance audit, ensuring that goods or services are being delivered in a correct and timely fashion, checking for clerical errors or missed credits and discounts and starting procedures for cash recovery."
perform-copywriting,perform copywriting,skill/competence,cross-sector,Write creative texts targeted to a specific audience for marketing and advertising purposes and ensure that the message convinces potential customers to buy a product or a service and facilitates a positive outlook on the organisation.
perform-customer-management,perform customer management,skill/competence,cross-sector,"Identify and understand the customer's needs. Communicate and engage with stakeholders in designing, promoting and evaluating services."
perform-customers-needs-analysis,perform customers’ needs analysis,skill/competence,cross-sector,Analyse the habits and needs of customers and target groups in order to devise and apply new marketing strategies and to sell more goods in a more effective way.
perform-data-analysis,perform data analysis,skill/competence,cross-sector,"Collect data and statistics to test and evaluate in order to generate assertions and pattern predictions, with the aim of discovering useful information in a decision-making process."
perform-data-cleansing,perform data cleansing,skill/competence,cross-sector,"Detect and correct corrupt records from data sets, ensure that the data become and remain structured according to guidelines."
perform-data-mining,perform data mining,skill/competence,sector-specific,"Explore large datasets to reveal patterns using statistics, database systems or artificial intelligence and present the information in a comprehensible way."
perform-dimensionality-reduction,perform dimensionality reduction,skill/competence,cross-sector,"Reduce the number of variables or features for a dataset in machine learning algorithms through methods such as principal component analysis, matrix factorization, autoencoder methods, and others."
perform-escalation-procedure,perform escalation procedure,skill/competence,cross-sector,"Assess situations in which a solution cannot be provided right away, and ensure that it is brought to the next levels of support."
perform-forensic-preservations-of-digital-devices,perform forensic preservations of digital devices,skill/competence,occupation-specific,"Preserve integrity of ICT devices, such as laptops, desktops and other digital media, by storing them physically and using software such as PTK Forensics and EnCase to retrieve, store and trace digital information in a legal manner so that they can be used as evidence at an appropriate time."
perform-ict-security-testing,perform ICT security testing,skill/competence,sector-specific,"Execute types of security testing, such as network penetration testing, wireless testing, code reviews, wireless and/or firewall assessments in accordance with industry-accepted methods and protocols to identify and analyse potential vulnerabilities."
perform-ict-troubleshooting,perform ICT troubleshooting,skill/competence,cross-sector,"Identify problems with servers, desktops, printers, networks, and remote access, and perform actions which solve the problems."
perform-image-editing,perform image editing,skill/competence,cross-sector,Edit various types of images such as analogue and digital photographs or illustrations.
perform-in-circuit-test,perform in-circuit test,skill/competence,sector-specific,"Conduct in-circuit test (ICT) to assess whether the printed circuit boards (PCB) were correctly manufactured. The ICT tests for shorts, resistance, and capacitance, and can be performed with a ""bed of nails"" tester or with a fixtureless in-circuit test (FICT)."
perform-machine-maintenance,perform machine maintenance,skill/competence,cross-sector,"Perform regular maintenance, possibly including corrections and alterations, on a machine or machine tool to ensure it remains in a proper productive state."
perform-market-research,perform market research,skill/competence,cross-sector,"Gather, assess and represent data about target market and customers in order to facilitate strategic development and feasibility studies. Identify market trends."
perform-minor-repairs-to-equipment,perform minor repairs to equipment,skill/competence,cross-sector,Conduct routine maintenance on equipment. Recognise and identify minor defects in equipment and make repairs if appropriate.
perform-multiple-tasks-at-the-same-time,perform multiple tasks at the same time,skill/competence,cross-sector,"Execute multiple tasks at the same time, being aware of key priorities."
perform-online-data-analysis,perform online data analysis,skill/competence,cross-sector,"Analyse online experiences and online data for purposes of understanding user behaviour, triggers of online attention, and other factors that could optimise webpage development and exposure."
perform-procurement-processes,perform procurement processes,skill/competence,cross-sector,"Undertake ordering of services, equipment, goods or ingredients, compare costs and check the quality to ensure optimal payoff for the organisation."
perform-product-planning,perform product planning,skill/competence,sector-specific,"Identify and articulate market requirements that define a product’s feature set. Product planning serves as the basis for decisions about price, distribution and promotion."
perform-project-management,perform project management,skill/competence,cross-sector,"Manage and plan various resources, such as human resources, budget, deadline, results, and quality necessary for a specific project, and monitor the project's progress in order to achieve a specific goal within a set time and budget."
perform-quality-audits,perform quality audits,skill/competence,cross-sector,"Execute regular, systematic and documented examinations of a quality system for verifying conformity with a standard based on objective evidence such as the implementation of processes, effectiveness in achieving quality goals and reduction and elimination of quality problems."
perform-quality-control-of-design-during-a-run,perform quality control of design during a run,skill/competence,sector-specific,Control and ensure the quality of design results during a run.
perform-resource-planning,perform resource planning,skill/competence,cross-sector,"Estimate the expected input in terms of time, human and financial resources necessary to achieve the project objectives."
perform-risk-analysis,perform risk analysis,skill/competence,cross-sector,Identify and assess factors that may jeopardise the success of a project or threaten the organisation's functioning. Implement procedures to avoid or minimise their impact.
perform-scientific-research,perform scientific research,skill/competence,cross-sector,"Gain, correct or improve knowledge about phenomena by using scientific methods and techniques, based on empirical or measurable observations."
perform-software-recovery-testing,perform software recovery testing,skill/competence,sector-specific,Execute testing using specialised software tools to force failure of software in a variety of ways and checking how fast and better the software can recover against any type of crash or failure.
perform-software-unit-testing,perform software unit testing,skill/competence,sector-specific,Test single units of source code to determine whether or not they are suitable for use by creating short code fragments.
