career_title,skill_id,weight,relation_type,career_source
database integrator,database,56,optional,esco
database integrator,ict-debugging-tools,55,essential,esco
database integrator,design-application-interfaces,52,optional,esco
database integrator,manage-ict-semantic-integration,50,optional,esco
database integrator,sql-server-integration-services,48,optional,esco
database integrator,informatica-powercenter,46,optional,esco
database integrator,create-solutions-to-problems,45,optional,esco
database integrator,oracle-data-integrator,44,optional,esco
database integrator,use-scripting-programming,44,optional,esco
database integrator,ibm-infosphere-datastage,42,optional,esco
database integrator,resource-description-framework-query-language,42,essential,esco
database integrator,pentaho-data-integration,40,optional,esco
database integrator,define-data-quality-criteria,38,optional,esco
database integrator,oracle-warehouse-builder,38,optional,esco
database integrator,apply-ict-systems-theory,36,optional,esco
database integrator,write-database-documentation,36,optional,esco
database integrator,systems-development-life-cycle,34,optional,esco
database integrator,ibm-infosphere-information-server,32,optional,esco
database integrator,oracle-relational-database,32,optional,esco
database integrator,sql-server,32,optional,esco
database integrator,business-intelligence,30,optional,esco
database integrator,manage-cloud-data-and-storage,30,optional,esco
database integrator,mysql,30,optional,esco
database integrator,postgresql,30,optional,esco
database integrator,perform-data-mining,28,optional,esco
database integrator,systems-theory,28,optional,esco
database integrator,sap-data-services,26,optional,esco
database integrator,sas-data-management,26,optional,esco
database integrator,db2,24,optional,esco
database integrator,qlikview-expressor,22,optional,esco
database integrator,teradata-database,22,optional,esco
database integrator,microsoft-access,20,optional,esco
database integrator,perform-project-management,20,optional,esco
database integrator,execute-ict-audits,18,optional,esco
database integrator,ibm-informix,16,optional,esco
database integrator,ldap,16,optional,esco
database integrator,openedge-database,16,optional,esco
database integrator,linq,14,optional,esco
database integrator,sparql,14,optional,esco
database integrator,xquery,14,optional,esco
database integrator,ca-datacom-db,12,optional,esco
database integrator,filemaker-database-management-systems,12,optional,esco
database integrator,marklogic,12,optional,esco
database integrator,mdx,12,optional,esco
database integrator,objectstore,12,optional,esco
database integrator,triplestore,12,optional,esco
database integrator,n1ql,8,optional,esco
desktop publisher,desktop-publishing,95,essential,esco
desktop publisher,apply-desktop-publishing-techniques,90,essential,esco
desktop publisher,typography,88,essential,esco
desktop publisher,align-content-with-form,82,essential,esco
desktop publisher,graphic-design,80,essential,esco
desktop publisher,prepress-processes,78,essential,esco
desktop publisher,translate-requirements-into-visual-design,72,essential,esco
desktop publisher,printing-techniques,70,essential,esco
desktop publisher,follow-a-brief,65,essential,esco
desktop publisher,perform-image-editing,56,optional,esco
desktop publisher,follow-work-schedule,55,essential,esco
desktop publisher,finish-project-within-budget,52,essential,esco
desktop publisher,proofread-text,50,optional,esco
desktop publisher,apply-grammar-and-spelling-rules,48,optional,esco
desktop publisher,ict-software-specifications,48,essential,esco
desktop publisher,develop-creative-ideas,46,optional,esco
desktop publisher,copyright-legislation,45,essential,esco
desktop publisher,use-word-processing-software,44,optional,esco
desktop publisher,grammar,42,optional,esco
desktop publisher,spelling,42,optional,esco
desktop publisher,multimedia-systems,40,essential,esco
desktop publisher,identify-customer-s-needs,38,optional,esco
desktop publisher,edit-photographs,36,optional,esco
desktop publisher,post-processing-of-photographs,34,optional,esco
desktop publisher,digitise-documents,32,optional,esco
desktop publisher,search-databases,30,essential,esco
desktop publisher,use-presentation-software,22,optional,esco
desktop publisher,use-spreadsheets-software,20,optional,esco
desktop publisher,perform-backups,18,optional,esco
desktop publisher,edit-negatives,16,optional,esco
Developer Experience Engineer,devops,84,essential,market
Developer Experience Engineer,provide-technical-documentation,80,essential,market
Developer Experience Engineer,usability-engineering,76,essential,market
Developer Experience Engineer,interact-with-users-to-gather-requirements,74,essential,market
Developer Experience Engineer,agile-development,67,optional,market
Developer Experience Engineer,execute-ict-user-research-activities,66,optional,market
Developer Experience Engineer,develop-with-cloud-services,64,optional,market
Developer Experience Engineer,manage-software-releases,63,optional,market
Developer Experience Engineer,provide-user-documentation,61,optional,market
Developer Experience Engineer,design-component-interfaces,59,optional,market
Developer Experience Engineer,tools-for-ict-test-automation,58,optional,market
DevOps Engineer,devops,88,essential,market
DevOps Engineer,operating-systems,82,essential,market
DevOps Engineer,use-scripting-programming,78,essential,market
DevOps Engineer,cloud-technologies,76,essential,market
DevOps Engineer,deploy-cloud-resource,74,optional,market
DevOps Engineer,manage-software-releases,70,optional,market
DevOps Engineer,design-cloud-architecture,69,optional,market
DevOps Engineer,monitor-system-performance,64,optional,market
DevOps Engineer,ansible,61,optional,market
DevOps Engineer,jenkins-tools-for-software-configuration-management,59,optional,market
DevSecOps Engineer,devops,90,essential,market
DevSecOps Engineer,implement-cloud-security-and-compliance,85,essential,market
DevSecOps Engineer,cloud-technologies,80,essential,market
DevSecOps Engineer,ensure-information-security,78,essential,market
DevSecOps Engineer,tools-for-software-configuration-management,74,essential,market
DevSecOps Engineer,automate-cloud-tasks,69,optional,market
DevSecOps Engineer,respond-to-incidents-in-cloud,68,optional,market
DevSecOps Engineer,perform-ict-security-testing,66,optional,market
DevSecOps Engineer,jenkins-tools-for-software-configuration-management,65,optional,market
DevSecOps Engineer,ansible,64,optional,market
DevSecOps Engineer,cloud-monitoring-and-reporting,63,optional,market
DevSecOps Engineer,web-application-security-threats,62,optional,market
DevSecOps Engineer,python-computer-programming,58,optional,market
digital artist,create-digital-images,95,essential,esco
digital artist,use-specialised-design-software,90,essential,esco
digital artist,have-computer-literacy,70,essential,esco
digital artist,create-pen-and-paper-images,62,essential,esco
digital artist,develop-animations,58,essential,esco
digital artist,convert-into-animated-object,55,essential,esco
digital artist,prepare-digital-art-for-master-photograph,50,optional,esco
digital artist,art-history,45,essential,esco
digital artist,design-materials-for-multimedia-campaigns,44,optional,esco
digital artist,intellectual-property-law,40,essential,esco
digital artist,operate-3d-computer-graphics-software,38,optional,esco
digital artist,labour-legislation,25,essential,esco
digital artist,augmented-reality,24,optional,esco
digital forensics expert,computer-forensics,96,essential,esco
digital forensics expert,gather-data-for-forensic-purposes,92,essential,esco
digital forensics expert,perform-forensic-preservations-of-digital-devices,90,essential,esco
digital forensics expert,use-software-for-data-preservation,84,essential,esco
digital forensics expert,manage-data-for-legal-matters,82,essential,esco
digital forensics expert,apply-reverse-engineering,78,essential,esco
digital forensics expert,secure-sensitive-customer-s-information,76,essential,esco
digital forensics expert,identify-ict-system-weaknesses,74,essential,esco
digital forensics expert,penetration-testing-tool,72,essential,esco
digital forensics expert,ict-network-security-risks,70,essential,esco
digital forensics expert,collect-cyber-defence-data,68,optional,esco
digital forensics expert,information-confidentiality,68,essential,esco
digital forensics expert,cyber-attack-counter-measures,66,essential,esco
digital forensics expert,ict-security-legislation,65,optional,esco
digital forensics expert,perform-ict-security-testing,64,essential,esco
digital forensics expert,use-scripting-programming,62,essential,esco
digital forensics expert,identify-ict-security-risks,60,essential,esco
digital forensics expert,ict-security-standards,58,essential,esco
digital forensics expert,ict-encryption,57,optional,esco
digital forensics expert,implement-ict-network-diagnostic-tools,56,essential,esco
digital forensics expert,wireshark,55,optional,esco
digital forensics expert,legal-requirements-of-ict-products,54,optional,esco
digital forensics expert,manage-it-security-compliances,52,essential,esco
digital forensics expert,data-storage,50,optional,esco
digital forensics expert,kali-linux,48,optional,esco
digital forensics expert,perform-data-mining,47,optional,esco
digital forensics expert,develop-information-security-strategy,46,essential,esco
digital forensics expert,information-security-strategy,45,optional,esco
digital forensics expert,analyse-network-configuration-and-performance,44,optional,esco
digital forensics expert,query-languages,44,essential,esco
digital forensics expert,hardware-architectures,43,optional,esco
digital forensics expert,hardware-platforms,42,optional,esco
digital forensics expert,metasploit,40,optional,esco
digital forensics expert,provide-ict-consulting-advice,40,essential,esco
digital forensics expert,maltego,38,optional,esco
digital forensics expert,cloud-technologies,36,optional,esco
digital forensics expert,manage-cloud-data-and-storage,35,optional,esco
digital forensics expert,educate-on-data-confidentiality,34,essential,esco
digital forensics expert,implement-ict-safety-policies,33,optional,esco
digital forensics expert,cain-and-abel-penetration-testing-tool,32,optional,esco
digital forensics expert,john-the-ripper-penetration-testing-tool,30,optional,esco
digital forensics expert,resource-description-framework-query-language,30,essential,esco
digital forensics expert,nessus,28,optional,esco
digital forensics expert,design-computer-network,27,optional,esco
digital forensics expert,information-architecture,26,optional,esco
digital forensics expert,ldap,25,optional,esco
digital forensics expert,owasp-zap,24,optional,esco
digital forensics expert,use-different-communication-channels,23,optional,esco
digital forensics expert,aircrack-penetration-testing-tool,22,optional,esco
digital forensics expert,thc-hydra,21,optional,esco
digital forensics expert,nexpose,19,optional,esco
digital forensics expert,backbox-penetration-testing-tool,18,optional,esco
digital forensics expert,parrot-security-os,17,optional,esco
digital forensics expert,blackarch,16,optional,esco
digital forensics expert,samurai-web-testing-framework,15,optional,esco
digital forensics expert,whitehat-sentinel,14,optional,esco
digital forensics expert,xquery,14,optional,esco
digital forensics expert,sparql,13,optional,esco
digital forensics expert,mdx,12,optional,esco
digital forensics expert,linq,10,optional,esco
digital forensics expert,n1ql,9,optional,esco
digital games designer,create-concept-of-digital-game,95,essential,esco
digital games designer,formulate-game-rules,90,essential,esco
digital games designer,digital-game-creation-systems,85,essential,esco
digital games designer,specify-digital-game-scenes,84,essential,esco
digital games designer,compose-digital-game-story,80,essential,esco
digital games designer,digital-game-genres,78,essential,esco
digital games designer,create-digital-game-characters,76,essential,esco
digital games designer,design-process,70,essential,esco
digital games designer,define-technical-requirements,65,essential,esco
digital games designer,create-software-design,62,essential,esco
digital games designer,unity-digital-game-creation-systems,62,optional,esco
digital games designer,task-algorithmisation,60,essential,esco
digital games designer,unreal-engine,58,optional,esco
digital games designer,systems-development-life-cycle,55,essential,esco
digital games designer,design-graphics,52,essential,esco
digital games designer,analyse-business-requirements,48,essential,esco
digital games designer,application-usability,46,optional,esco
digital games designer,computer-programming,45,optional,esco
digital games designer,c,44,optional,esco
digital games designer,principles-of-animation,44,optional,esco
digital games designer,software-interaction-design,42,optional,esco
digital games designer,create-3d-environments,40,optional,esco
digital games designer,cryengine,40,optional,esco
digital games designer,software-design-methodologies,40,optional,esco
digital games designer,web-programming,40,essential,esco
digital games designer,create-3d-characters,38,optional,esco
digital games designer,prototyping-development,38,optional,esco
digital games designer,agile-development,36,optional,esco
digital games designer,operate-3d-computer-graphics-software,36,optional,esco
digital games designer,c-2,35,optional,esco
digital games designer,use-markup-languages,35,essential,esco
digital games designer,apply-3d-imaging-techniques,34,optional,esco
digital games designer,hardware-platforms,34,optional,esco
digital games designer,3d-texturing,32,optional,esco
digital games designer,estimate-duration-of-work,32,optional,esco
digital games designer,gamemaker-studio,32,optional,esco
digital games designer,3d-lighting,30,optional,esco
digital games designer,animate-3d-organic-forms,30,optional,esco
digital games designer,manage-online-content,30,essential,esco
digital games designer,python-computer-programming,30,optional,esco
digital games designer,rage-digital-game-creation-systems,30,optional,esco
digital games designer,augmented-reality,28,optional,esco
digital games designer,iterative-development,26,optional,esco
digital games designer,microsoft-visual-c,26,optional,esco
digital games designer,id-tech,25,optional,esco
digital games designer,gamesalad,24,optional,esco
digital games designer,javascript,24,optional,esco
digital games designer,perform-resource-planning,24,optional,esco
digital games designer,source-digital-game-creation-systems,24,optional,esco
digital games designer,frostbite-digital-game-creation-systems,22,optional,esco
digital games designer,incremental-development,22,optional,esco
digital games designer,rapid-application-development,22,optional,esco
digital games designer,ict-performance-analysis-methods,20,optional,esco
digital games designer,java-computer-programming,20,optional,esco
digital games designer,manage-localisation,20,optional,esco
digital games designer,shiva-digital-game-creation-systems,20,optional,esco
digital games designer,havok-vision,18,optional,esco
digital games designer,heroengine,18,optional,esco
digital games designer,visual-studio-net,18,optional,esco
digital games designer,waterfall-development,18,optional,esco
digital games designer,project-anarchy,16,optional,esco
digital games designer,typescript,16,optional,esco
digital games designer,devops,14,optional,esco
digital games designer,spiral-development,14,optional,esco
digital games designer,ict-security-legislation,12,optional,esco
digital games designer,php,10,optional,esco
digital games designer,assembly-computer-programming,8,optional,esco
digital games designer,scratch-computer-programming,8,optional,esco
digital games designer,swift-computer-programming,8,optional,esco
digital games designer,ajax,6,optional,esco
digital games designer,asp-net,6,optional,esco
digital games designer,matlab,6,optional,esco
digital games designer,objective-c,6,optional,esco
digital games designer,r,6,optional,esco
digital games designer,ruby-computer-programming,6,optional,esco
digital games designer,perl,5,optional,esco
digital games designer,groovy,4,optional,esco
digital games designer,coffeescript,3,optional,esco
digital games designer,common-lisp,3,optional,esco
digital games designer,erlang,3,optional,esco
digital games designer,haskell,3,optional,esco
digital games designer,lisp,3,optional,esco
digital games designer,pascal-computer-programming,3,optional,esco
digital games designer,prolog-computer-programming,3,optional,esco
digital games designer,sas-language,3,optional,esco
digital games designer,scala,3,optional,esco
digital games designer,vbscript,3,optional,esco
digital games designer,abap,2,optional,esco
digital games designer,apl,2,optional,esco
digital games designer,cobol,2,optional,esco
digital games designer,ml-computer-programming,2,optional,esco
digital games designer,openedge-advanced-business-language,2,optional,esco
digital games designer,sap-r3,2,optional,esco
digital games designer,smalltalk-computer-programming,2,optional,esco
digital games developer,computer-programming,90,essential,esco
digital games developer,develop-virtual-game-engine,84,optional,esco
digital games developer,c,80,optional,esco
digital games developer,c-2,78,optional,esco
digital games developer,debug-software,76,essential,esco
digital games developer,use-object-oriented-programming,76,optional,esco
digital games developer,use-software-design-patterns,74,essential,esco
digital games developer,integrated-development-environment-software,66,essential,esco
digital games developer,tools-for-software-configuration-management,65,essential,esco
digital games developer,use-software-libraries,64,essential,esco
digital games developer,analyse-software-specifications,62,essential,esco
digital games developer,ict-debugging-tools,60,essential,esco
digital games developer,digital-game-genres,54,essential,esco
digital games developer,develop-software-prototype,50,essential,esco
digital games developer,use-concurrent-programming,46,optional,esco
digital games developer,java-computer-programming,45,optional,esco
digital games developer,python-computer-programming,45,optional,esco
digital games developer,3d-lighting,44,essential,esco
digital games developer,3d-texturing,44,essential,esco
digital games developer,render-3d-images,44,essential,esco
digital games developer,apply-3d-imaging-techniques,42,essential,esco
digital games developer,javascript,40,optional,esco
digital games developer,provide-technical-documentation,40,optional,esco
digital games developer,object-oriented-modelling,37,optional,esco
digital games developer,design-user-interface,35,optional,esco
digital games developer,typescript,35,optional,esco
digital games developer,augmented-reality,34,optional,esco
digital games developer,software-anomalies,33,optional,esco
digital games developer,interpret-technical-texts,31,essential,esco
digital games developer,execute-analytical-mathematical-calculations,25,essential,esco
digital games developer,integrate-system-components,25,optional,esco
digital games developer,php,25,optional,esco
digital games developer,create-flowchart-diagram,23,optional,esco
digital games developer,utilise-computer-aided-software-engineering-tools,22,essential,esco
digital games developer,use-functional-programming,21,optional,esco
digital games developer,ruby-computer-programming,20,optional,esco
digital games developer,swift-computer-programming,20,optional,esco
digital games developer,adapt-to-changes-in-technological-development-plans,19,optional,esco
digital games developer,ajax,19,optional,esco
digital games developer,develop-creative-ideas,19,optional,esco
digital games developer,jenkins-tools-for-software-configuration-management,19,optional,esco
digital games developer,asp-net,17,optional,esco
digital games developer,apache-maven,15,optional,esco
digital games developer,eclipse-integrated-development-environment-software,15,optional,esco
digital games developer,objective-c,15,optional,esco
digital games developer,visual-studio-net,15,optional,esco
digital games developer,world-wide-web-consortium-standards,15,optional,esco
digital games developer,ansible,13,optional,esco
digital games developer,scala,13,optional,esco
digital games developer,use-automatic-programming,13,optional,esco
digital games developer,use-logic-programming,13,optional,esco
digital games developer,assembly-computer-programming,10,optional,esco
digital games developer,groovy,10,optional,esco
digital games developer,matlab,10,optional,esco
digital games developer,microsoft-visual-c,10,optional,esco
digital games developer,perl,10,optional,esco
digital games developer,r,10,optional,esco
digital games developer,xcode,10,optional,esco
digital games developer,internet-of-things,7,optional,esco
digital games developer,puppet-tools-for-software-configuration-management,7,optional,esco
digital games developer,abap,5,optional,esco
digital games developer,salt-tools-for-software-configuration-management,5,optional,esco
digital games developer,sas-language,5,optional,esco
digital games developer,vbscript,5,optional,esco
digital games developer,cobol,3,optional,esco
digital games developer,haskell,3,optional,esco
digital games developer,kdevelop,3,optional,esco
digital games developer,pascal-computer-programming,3,optional,esco
digital games developer,sap-r3,3,optional,esco
digital games developer,scratch-computer-programming,3,optional,esco
digital games developer,staf,3,optional,esco
digital games developer,trigonometry,3,optional,esco
digital games developer,apl,1,optional,esco
digital games developer,common-lisp,1,optional,esco
digital games developer,lisp,1,optional,esco
digital games developer,ml-computer-programming,1,optional,esco
digital games developer,openedge-advanced-business-language,1,optional,esco
digital games developer,prolog-computer-programming,1,optional,esco
digital games tester,execute-software-tests,92,essential,esco
digital games tester,report-test-findings,88,essential,esco
digital games tester,replicate-customer-software-issues,85,essential,esco
digital games tester,digital-game-genres,82,essential,esco
digital games tester,levels-of-software-testing,80,essential,esco
digital games tester,software-anomalies,78,essential,esco
digital games tester,application-usability,70,essential,esco
digital games tester,provide-software-testing-documentation,68,essential,esco
digital games tester,address-problems-critically,66,essential,esco
digital games tester,measure-software-usability,50,optional,esco
digital games tester,debug-software,48,optional,esco
digital games tester,tools-for-ict-test-automation,46,optional,esco
digital games tester,develop-ict-test-suite,45,optional,esco
digital games tester,ict-debugging-tools,44,optional,esco
digital games tester,software-interaction-design,42,optional,esco
digital games tester,develop-automated-software-tests,40,optional,esco
digital games tester,human-computer-interaction,40,optional,esco
digital games tester,use-scripting-programming,38,optional,esco
digital games tester,query-languages,35,optional,esco
digital games tester,agile-project-management,34,optional,esco
digital games tester,perform-software-recovery-testing,32,optional,esco
digital games tester,principles-of-animation,30,optional,esco
digital games tester,ict-project-management-methodologies,26,optional,esco
digital games tester,manage-schedule-of-tasks,24,optional,esco
digital games tester,process-based-management,24,optional,esco
digital games tester,conduct-ict-code-review,22,optional,esco
digital games tester,lean-project-management,22,optional,esco
digital games tester,ldap,16,optional,esco
digital games tester,linq,14,optional,esco
digital games tester,resource-description-framework-query-language,14,optional,esco
digital games tester,sparql,14,optional,esco
digital games tester,xquery,14,optional,esco
digital games tester,mdx,12,optional,esco
digital games tester,n1ql,8,optional,esco
digital media designer,design-graphics,90,essential,esco
digital media designer,graphics-editor-software,85,essential,esco
digital media designer,perform-image-editing,82,essential,esco
digital media designer,provide-multimedia-content,80,essential,esco
digital media designer,integrate-content-into-output-media,78,essential,esco
digital media designer,use-markup-languages,76,essential,esco
digital media designer,style-sheet-languages,74,essential,esco
digital media designer,web-programming,72,essential,esco
digital media designer,create-website-wireframe,70,essential,esco
digital media designer,authoring-software,68,essential,esco
digital media designer,manage-online-content,65,essential,esco
digital media designer,convert-into-animated-object,62,essential,esco
digital media designer,adobe-photoshop,58,optional,esco
digital media designer,css,56,optional,esco
digital media designer,publishing-strategy,55,essential,esco
digital media designer,adobe-illustrator,54,optional,esco
digital media designer,javascript,50,optional,esco
digital media designer,copyright-legislation,48,essential,esco
digital media designer,multimedia-systems,46,optional,esco
digital media designer,task-algorithmisation,45,essential,esco
digital media designer,sass,44,optional,esco
digital media designer,use-content-management-system-software,44,optional,esco
digital media designer,perform-video-editing,42,optional,esco
digital media designer,visual-presentation-techniques,42,optional,esco
digital media designer,less,40,optional,esco
digital media designer,tools-for-software-configuration-management,40,essential,esco
digital media designer,wordpress,40,optional,esco
digital media designer,webcms,38,optional,esco
digital media designer,conduct-content-quality-assurance,36,optional,esco
digital media designer,ict-software-specifications,36,optional,esco
digital media designer,audio-editing-software,34,optional,esco
digital media designer,define-technical-requirements,34,optional,esco
digital media designer,analyse-business-requirements,32,optional,esco
digital media designer,php,32,optional,esco
digital media designer,computer-programming,30,optional,esco
digital media designer,perform-online-data-analysis,30,optional,esco
digital media designer,augmented-reality,28,optional,esco
digital media designer,edit-recorded-sound,28,optional,esco
digital media designer,apply-technical-communication-skills,26,optional,esco
digital media designer,gimp-graphics-editor-software,26,optional,esco
digital media designer,typescript,26,optional,esco
digital media designer,use-presentation-software,24,optional,esco
digital media designer,build-business-relationships,22,optional,esco
digital media designer,sketchbook-pro,22,optional,esco
digital media designer,ajax,20,optional,esco
digital media designer,give-live-presentation,20,optional,esco
digital media designer,perform-resource-planning,20,optional,esco
digital media designer,python-computer-programming,18,optional,esco
digital media designer,synfig,18,optional,esco
digital media designer,capture-one,16,optional,esco
digital media designer,microsoft-visio,14,optional,esco
digital media designer,java-computer-programming,12,optional,esco
digital media designer,3d-printing-process,10,optional,esco
digital media designer,c-2,10,optional,esco
digital media designer,visual-studio-net,10,optional,esco
digital media designer,apache-maven,8,optional,esco
digital media designer,asp-net,8,optional,esco
digital media designer,jenkins-tools-for-software-configuration-management,8,optional,esco
digital media designer,jsss,8,optional,esco
digital media designer,ruby-computer-programming,8,optional,esco
digital media designer,ansible,6,optional,esco
digital media designer,c,6,optional,esco
digital media designer,coffeescript,6,optional,esco
digital media designer,microsoft-visual-c,6,optional,esco
digital media designer,puppet-tools-for-software-configuration-management,6,optional,esco
digital media designer,swift-computer-programming,6,optional,esco
digital media designer,perl,5,optional,esco
digital media designer,r,5,optional,esco
digital media designer,groovy,4,optional,esco
digital media designer,matlab,4,optional,esco
digital media designer,objective-c,4,optional,esco
digital media designer,salt-tools-for-software-configuration-management,4,optional,esco
digital media designer,scratch-computer-programming,4,optional,esco
digital media designer,staf,4,optional,esco
digital media designer,vbscript,4,optional,esco
digital media designer,assembly-computer-programming,3,optional,esco
digital media designer,pascal-computer-programming,3,optional,esco
digital media designer,scala,3,optional,esco
digital media designer,abap,2,optional,esco
digital media designer,apl,2,optional,esco
digital media designer,cobol,2,optional,esco
digital media designer,common-lisp,2,optional,esco
digital media designer,erlang,2,optional,esco
digital media designer,haskell,2,optional,esco
digital media designer,lisp,2,optional,esco
digital media designer,ml-computer-programming,2,optional,esco
digital media designer,openedge-advanced-business-language,2,optional,esco
digital media designer,prolog-computer-programming,2,optional,esco
digital media designer,sap-r3,2,optional,esco
digital media designer,sas-language,2,optional,esco
digital media designer,smalltalk-computer-programming,2,optional,esco
electronics engineer,electronics,95,essential,esco
electronics engineer,design-electronic-systems,92,essential,esco
electronics engineer,engineering-principles,90,essential,esco
electronics engineer,types-of-electronics,85,essential,esco
electronics engineer,mathematics,80,essential,esco
electronics engineer,adjust-engineering-designs,78,essential,esco
electronics engineer,design-circuit-boards,76,optional,esco
electronics engineer,design-integrated-circuits,74,optional,esco
electronics engineer,use-technical-drawing-software,72,essential,esco
electronics engineer,create-technical-plans,70,essential,esco
electronics engineer,design-microelectronics,68,optional,esco
electronics engineer,cad-software,66,optional,esco
electronics engineer,use-cad-software,65,optional,esco
electronics engineer,approve-engineering-design,64,essential,esco
electronics engineer,design-prototypes,63,optional,esco
electronics engineer,write-technical-reports,62,essential,esco
electronics engineer,design-principles,60,optional,esco
electronics engineer,execute-feasibility-study,58,essential,esco
electronics engineer,identify-customer-s-needs,55,essential,esco
electronics engineer,programmable-logic-controller,52,optional,esco
electronics engineer,design-microelectromechanical-systems,50,optional,esco
electronics engineer,model-based-system-engineering,48,optional,esco
electronics engineer,perform-project-management,44,optional,esco
electronics engineer,project-management,42,optional,esco
electronics engineer,manage-budgets,40,essential,esco
electronics engineer,create-software-design,38,optional,esco
electronics engineer,robotic-components,34,optional,esco
electronics engineer,robotics,32,optional,esco
electronics engineer,risk-management,30,optional,esco
electronics engineer,product-data-management,28,optional,esco
electronics engineer,assess-financial-viability,26,optional,esco
electronics engineer,assess-supplier-risks,22,optional,esco
electronics engineer,design-user-interface,20,optional,esco
Embedded Software Engineer,embedded-systems,92,essential,market
Embedded Software Engineer,program-firmware,88,essential,market
Embedded Software Engineer,real-time-computing,85,essential,market
Embedded Software Engineer,c,82,essential,market
Embedded Software Engineer,microprocessors,75,essential,market
Embedded Software Engineer,debug-software,73,essential,market
Embedded Software Engineer,assembly-computer-programming,68,optional,market
Embedded Software Engineer,integrate-system-components,62,optional,market
Embedded Software Engineer,electronics,60,optional,market
Embedded Software Engineer,interfacing-techniques,58,optional,market
Embedded Software Engineer,hardware-architectures,57,optional,market
Embedded Software Engineer,control-engineering,55,optional,market
Embedded Software Engineer,sensors,52,optional,market
embedded system designer,embedded-systems,95,essential,esco
embedded system designer,real-time-computing,88,essential,esco
embedded system designer,interpret-electronic-design-specifications,86,essential,esco
embedded system designer,create-software-design,84,essential,esco
embedded system designer,analyse-software-specifications,80,essential,esco
embedded system designer,signal-processing,76,essential,esco
embedded system designer,define-technical-requirements,74,essential,esco
embedded system designer,ict-communications-protocols,72,essential,esco
embedded system designer,c,70,optional,esco
embedded system designer,task-algorithmisation,70,essential,esco
embedded system designer,hardware-architectures,68,optional,esco
embedded system designer,computer-programming,66,optional,esco
embedded system designer,systems-development-life-cycle,66,essential,esco
embedded system designer,hardware-components,64,optional,esco
embedded system designer,assembly-computer-programming,62,optional,esco
embedded system designer,field-programmable-gate-arrays,60,optional,esco
embedded system designer,tools-for-software-configuration-management,58,essential,esco
embedded system designer,matlab,55,optional,esco
embedded system designer,create-flowchart-diagram,52,essential,esco
embedded system designer,provide-technical-documentation,50,optional,esco
embedded system designer,verify-formal-ict-specifications,48,optional,esco
embedded system designer,develop-creative-ideas,46,essential,esco
embedded system designer,microsoft-visual-c,45,optional,esco
embedded system designer,python-computer-programming,45,optional,esco
embedded system designer,engineering-processes,44,optional,esco
embedded system designer,ict-system-integration,42,optional,esco
embedded system designer,utilise-computer-aided-software-engineering-tools,42,optional,esco
embedded system designer,tools-for-ict-test-automation,40,optional,esco
embedded system designer,software-components-libraries,38,optional,esco
embedded system designer,provide-ict-consulting-advice,34,essential,esco
embedded system designer,ict-network-simulation,30,optional,esco
embedded system designer,ict-security-standards,26,optional,esco
embedded system designer,collect-customer-feedback-on-applications,24,optional,esco
embedded system designer,java-computer-programming,23,optional,esco
embedded system designer,network-management-system-tools,22,optional,esco
embedded system designer,typescript,20,optional,esco
embedded system designer,build-business-relationships,18,optional,esco
embedded system designer,c-2,18,optional,esco
embedded system designer,erlang,18,optional,esco
embedded system designer,php,15,optional,esco
embedded system designer,jenkins-tools-for-software-configuration-management,14,optional,esco
embedded system designer,ruby-computer-programming,13,optional,esco
embedded system designer,ansible,12,optional,esco
embedded system designer,asp-net,12,optional,esco
embedded system designer,javascript,12,optional,esco
embedded system designer,r,12,optional,esco
embedded system designer,scala,12,optional,esco
embedded system designer,swift-computer-programming,12,optional,esco
embedded system designer,ajax,10,optional,esco
embedded system designer,apache-maven,10,optional,esco
embedded system designer,puppet-tools-for-software-configuration-management,10,optional,esco
embedded system designer,visual-studio-net,10,optional,esco
embedded system designer,objective-c,9,optional,esco
embedded system designer,perl,9,optional,esco
embedded system designer,groovy,8,optional,esco
embedded system designer,salt-tools-for-software-configuration-management,8,optional,esco
embedded system designer,abap,6,optional,esco
embedded system designer,haskell,6,optional,esco
embedded system designer,sap-r3,6,optional,esco
embedded system designer,sas-language,6,optional,esco
embedded system designer,vbscript,5,optional,esco
embedded system designer,cobol,4,optional,esco
embedded system designer,coffeescript,4,optional,esco
embedded system designer,common-lisp,4,optional,esco
embedded system designer,lisp,4,optional,esco
embedded system designer,pascal-computer-programming,4,optional,esco
embedded system designer,prolog-computer-programming,4,optional,esco
embedded system designer,ml-computer-programming,3,optional,esco
embedded system designer,smalltalk-computer-programming,3,optional,esco
embedded system designer,staf,3,optional,esco
embedded system designer,apl,2,optional,esco
embedded system designer,openedge-advanced-business-language,2,optional,esco
embedded system designer,scratch-computer-programming,2,optional,esco
embedded systems security engineer,embedded-systems,95,essential,esco
embedded systems security engineer,perform-ict-security-testing,88,essential,esco
embedded systems security engineer,identify-ict-security-risks,86,essential,esco
embedded systems security engineer,computer-programming,85,essential,esco
embedded systems security engineer,identify-ict-system-weaknesses,84,essential,esco
embedded systems security engineer,cyber-attack-counter-measures,82,essential,esco
embedded systems security engineer,information-security-strategy,80,essential,esco
embedded systems security engineer,internet-of-things,78,essential,esco
embedded systems security engineer,develop-ict-device-driver,76,essential,esco
embedded systems security engineer,ict-security-standards,74,essential,esco
embedded systems security engineer,ict-network-security-risks,72,essential,esco
