skill_id,skill_name,skill_category,skill_type,reuse_level,esco_skill_id,source,description
compose-digital-game-story,compose digital game story,technical,skill/competence,occupation-specific,key_3008,esco,Create a digital game story by writing out a detailed plot and storyboard with descriptions and gameplay objectives.
computer-engineering,computer engineering,technical,knowledge,cross-sector,key_8825,esco,"Engineering discipline that combines computer science with electrical engineering to develop computer hardware and software. Computer engineering occupies itself with electronics, software design, and the integration of hardware and software."
computer-equipment,computer equipment,technical,knowledge,sector-specific,key_9678,esco,"The offered computers, computer peripheral equipment and software products, their functionalities, properties and legal and regulatory requirements."
computer-forensics,computer forensics,technical,knowledge,sector-specific,key_2202,esco,The process of examining and recovering digital data from sources for legal evidence and crime investigation.
computer-history,computer history,domain,knowledge,sector-specific,key_3857,esco,The history of computer development framed in a digitising society.
computer-programming,computer programming,technical,knowledge,cross-sector,key_3083,esco,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms (e.g. object oriented programming, functional programming) and of programming languages."
computer-science,computer science,technical,knowledge,cross-sector,key_8028,esco,"The scientific and practical study that deals with the foundations of information and computation, namely algorithms, data structures, programming, and data architecture. It deals with the practicability, structure and mechanisation of the methodical procedures that manage the acquisition, processing, and access to information."
computer-technology,computer technology,technical,knowledge,cross-sector,key_13274,esco,"Computers, computer networks and other information technologies and equipment that can store, retrieve, transmit and manipulate data."
computer-vision,computer vision,technical,knowledge,cross-sector,key_8012,esco,"The definition and functioning of computer vision. Computer vision tools to allow computers to extract information from digital images such as photographs or video. Areas of application to solve real-world problems like security, autonomous driving, robotic manufacturing and inspection, digital image classification, medical image processing and diagnosis, and others."
concepts-of-telecommunications,concepts of telecommunications,technical,knowledge,sector-specific,key_14345,esco,"The telecommunication principles, theories, models, equipment and processes such as transfer rate, bandwidth, signal-to-noise ratio, bit error ratio and C/N ratio, as well as the effect of the qualities of the transmission path on the operation and quality of telecommunications."
conduct-clinical-software-research,conduct clinical software research,technical,skill/competence,occupation-specific,key_5952,esco,"Oversee and undertake the necessary research to succesfully purchase, design, develop, test, train and implement software regarding clinical care and according to health plans guidelines."
conduct-content-quality-assurance,conduct content quality assurance,technical,skill/competence,cross-sector,key_3513,esco,"Carry out validation of content by reviewing it according to formal and functional quality, usability and applicable standards."
conduct-ict-code-review,conduct ICT code review,technical,skill/competence,sector-specific,key_9877,esco,Examine and review systematically computer source code to identify errors in any stage of development and to improve the overall software quality.
conduct-impact-evaluation-of-ict-processes-on-business,conduct impact evaluation of ICT processes on business,domain,skill/competence,cross-sector,key_2534,esco,Evaluate the tangible consequences of the implementation of new ICT systems and functions on the current business structure and organisational procedures.
conduct-mobile-marketing,conduct mobile marketing,domain,skill/competence,cross-sector,key_14087,esco,Conduct mobile marketing using a mobile device e.g. tablet or smartphone. Gather personalised information and transfer it to customers in order to promote services or goods.
conduct-online-competitive-analysis,conduct online competitive analysis,domain,skill/competence,sector-specific,key_7432,esco,Assess strengths and weaknesses of current and potential competitors. Analyse competitors' web strategies.
conduct-performance-tests,conduct performance tests,technical,skill/competence,cross-sector,key_11424,esco,"Conduct experimental, environmental and operational tests on models, prototypes or on the systems and equipment itself in order to test their strength and capabilities under normal and extreme conditions."
conduct-qualitative-research,conduct qualitative research,technical,skill/competence,cross-sector,key_14829,esco,"Gather relevant information by applying systematic methods, such as interviews, focus groups, text analysis, observations and case studies."
conduct-quality-control-analysis,conduct quality control analysis,technical,skill/competence,cross-sector,key_4848,esco,"Conduct inspections and tests of services, processes, or products to evaluate quality."
conduct-quantitative-research,conduct quantitative research,technical,skill/competence,cross-sector,key_8456,esco,"Execute a systematic empirical investigation of observable phenomena via statistical, mathematical or computational techniques."
conduct-research-interview,conduct research interview,soft,skill/competence,cross-sector,key_8792,esco,"Use professional researching and interviewing methods and techniques to gather relevant data, facts or information, to gain new insights and to fully comprehend the message of the interviewee."
conduct-search-engine-optimisation,conduct search engine optimisation,technical,skill/competence,cross-sector,key_10045,esco,"Execute optimal marketing research and strategies on search engine processes, also known as search engine marketing (SEM), in order to increase online traffic and website exposure."
configure-ict-system,configure ICT system,technical,skill/competence,sector-specific,key_11029,esco,Set up and customise an ICT system to meet requirements during initial implementation as well as when new business needs arise.
consult-with-business-clients,consult with business clients,soft,skill/competence,sector-specific,key_9446,esco,"Communicate with clients of a business or business project in order to introduce new ideas, obtain feedback, and find solutions to problems."
consultation-methods,consultation methods,soft,knowledge,sector-specific,key_4365,esco,"Techniques used to facilitate clear and open communication and the provision of advice between individuals, communities or the government, such as discussion groups or one-on-one interviews."
content-development-processes,content development processes,technical,knowledge,cross-sector,key_13762,esco,"The specialised techniques used to design, write, compile, edit and organise digital content, such as text, graphics and videos for publishing purposes."
content-marketing-strategy,content marketing strategy,domain,knowledge,cross-sector,key_10862,esco,The process of creation and share of media and publishing content in order to acquire customers.
contract-law,contract law,domain,knowledge,cross-sector,key_6324,esco,"The field of legal principles that govern written agreements between parties concerning the exchange of goods or services, including contractual obligations and termination."
control-engineering,control engineering,technical,knowledge,cross-sector,key_11604,esco,Subdiscipline of engineering that focuses on controlling the behaviour of systems through the use of sensors and actuators.
control-objectives-for-information-and-related-technology,control objectives for information and related technology,domain,knowledge,occupation-specific,key_9801,esco,"The risk and controls framework such as Control Objectives for Information and Related Technology (COBIT), which supports decision makers to resolve the gap between business risks, requirements and technical issues."
control-of-expenses,control of expenses,domain,skill/competence,cross-sector,key_13482,esco,"Monitor and maintain effective cost controls, in regards to efficiencies, waste, overtime and staffing. Assessing excesses and strives for efficiency and productivity."
convert-different-audiovisual-formats,convert different audiovisual formats,technical,skill/competence,cross-sector,key_14495,esco,Use specialised software to convert data from one audio and/or video format to another.
convert-into-animated-object,convert into animated object,technical,skill/competence,sector-specific,key_10986,esco,"Convert real objects into visual animation elements, using animation techniques such as optical scanning."
convert-scribbles-into-virtual-sketches,convert scribbles into virtual sketches,technical,skill/competence,occupation-specific,key_7992,esco,Use software to convert the roughly drawn representation of a design into a two-dimensional geometrical sketch that they can further develop to obtain the final concept.
cooperate-to-resolve-information-issues,cooperate to resolve information issues,soft,skill/competence,occupation-specific,key_9595,esco,"Meet up and communicate with managers, salesmen, and others to facilitate cooperation and resolve problems."
coordinate-engineering-teams,coordinate engineering teams,soft,skill/competence,cross-sector,key_8002,esco,"Plan, coordinate and supervise engineering activities together with engineers and engineering technicians. Ensure clear and effective channels of communication across all departments. Make sure the team is aware of the standards and objectives of the research and development."
coordinate-marketing-plan-actions,coordinate marketing plan actions,domain,skill/competence,cross-sector,key_9162,esco,"Manage the overview of the marketing actions such as the marketing planning, internal financial resource granting, advertising materials, implementation, control, and communication efforts."
coordinate-purchasing-activities,coordinate purchasing activities,domain,skill/competence,sector-specific,key_6814,esco,"Coordinate and manage procurement and renting processes including purchasing, renting, planning, tracking and reporting in a cost efficient way on an organisational level."
coordinate-technological-activities,coordinate technological activities,soft,skill/competence,sector-specific,key_10810,esco,Give instructions to colleagues and other cooperating parties in order to reach the desired outcome of a technological project or achieve set goals within an organisation dealing with technology.
copyright-legislation,copyright legislation,domain,knowledge,cross-sector,key_13487,esco,"Legislation describing the protection of the rights of original authors over their work, and how others can use it."
corporate-social-responsibility,corporate social responsibility,domain,knowledge,sector-specific,key_6906,esco,The handling or managing of business processes in a responsible and ethical manner considering the economic responsibility towards shareholders as equally important as the responsibility towards environmental and social stakeholders.
cost-management,cost management,domain,knowledge,sector-specific,key_8129,esco,"The process of planning, monitoring and adjusting the expenses and revenues of a business in order to achieve cost efficiency and capability."
create-2d-painting,create 2D painting,technical,skill/competence,cross-sector,key_13702,esco,Produce a drawing by using a range of digital tools.
create-3d-characters,create 3D characters,technical,skill/competence,sector-specific,key_7133,esco,Develop 3D models by transforming and digitising previously designed characters using specialised 3D tools
create-3d-environments,create 3D environments,technical,skill/competence,sector-specific,key_1549,esco,"Develop a computer-generated 3D representation of a setting such as simulated environment, where the users interact."
create-3d-texture-map,create 3D texture map,technical,skill/competence,occupation-specific,key_11559,esco,"Add detail, colour or surface texture to a computer-based 3D-model or graphic."
create-advertisements,create advertisements,domain,skill/competence,sector-specific,key_10547,esco,"Use your creativity to draft advertiments. Keep in mind the costumer's requirements, target audience, media and marketing objectives."
create-animated-narratives,create animated narratives,technical,skill/competence,sector-specific,key_2716,esco,"Develop animated narrative sequences and story lines, using computer software and hand drawing techniques."
create-annual-marketing-budget,create annual marketing budget,domain,skill/competence,cross-sector,key_6873,esco,"Make the calculation of both the income and expenditures that are expected to be paid over the coming year concerning the marketing related activities such as advertising, selling and delivering products to people."
create-business-process-models,create business process models,technical,skill/competence,cross-sector,key_7104,esco,"Develop formal and informal descriptions of the business processes and the organisational structure by using business process models, notations and tools."
create-concept-of-digital-game,create concept of digital game,technical,skill/competence,occupation-specific,key_3984,esco,"Develop and communicate every aspect of overall game vision. Communicate and collaborate with technical crew, artistic and design teams to implement the game vision."
create-content-title,create content title,technical,skill/competence,cross-sector,key_13358,esco,"Come up with an appealing title that draws people's attention to the content of your article, story or publication."
create-data-models,create data models,technical,skill/competence,sector-specific,key_14894,esco,"Use specific techniques and methodologies to analyse the data requirements of an organisation's business processes in order to create models for these data, such as conceptual, logical and physical models. These models have a specific structure and format."
create-data-sets,create data sets,technical,skill/competence,cross-sector,key_9170,esco,Generate a collection of new or existing related data sets that are made up out of separate elements but can be manipulated as one unit.
create-database-diagrams,create database diagrams,technical,skill/competence,sector-specific,key_8547,esco,Develop the database design models and diagrams which establish the structure of a database by using modelling software tools to be implemented in further processes.
create-digital-game-characters,create digital game characters,technical,skill/competence,occupation-specific,key_5890,esco,Develop a typology of characters for digital games and identify their exact role in the gameplay and the narrative.
create-digital-images,create digital images,technical,skill/competence,cross-sector,key_6494,esco,"Create and process two-dimensional and three-dimensional digital images depicting animated objects or illustrating a process, using computer animation or modelling programs."
create-flowchart-diagram,create flowchart diagram,technical,skill/competence,cross-sector,key_9152,esco,Compose a diagram that illustrates systematic progress through a procedure or system using connecting lines and a set of symbols.
create-gambling-games-concepts,create gambling games concepts,domain,skill/competence,sector-specific,key_2383,esco,"Imagine the concepts to be used in creating a gambling, betting and lottery game."
create-moving-images,create moving images,technical,skill/competence,sector-specific,key_13846,esco,Create and develop two-dimensional and three-dimensional images in motion and animations.
create-new-concepts,create new concepts,soft,skill/competence,cross-sector,key_14277,esco,Come up with new concepts.
create-original-drawings,create original drawings,technical,skill/competence,sector-specific,key_2958,esco,"Create original drawings, based on texts, thorough research and discussion with authors, journalists and specialists."
create-pen-and-paper-images,create pen-and-paper images,technical,skill/competence,sector-specific,key_9207,esco,"Draw pen-and-paper images and prepare them to be edited, scanned, coloured, textured and digitally animated."
create-project-specifications,create project specifications,domain,skill/competence,cross-sector,key_3095,esco,"Define the workplan, duration, deliverables, resources and procedures a project has to follow to achieve its goals. Describe project goals, outcomes, results and implementation scenarios."
create-prototype-of-user-experience-solutions,create prototype of user experience solutions,technical,skill/competence,sector-specific,key_1644,esco,"Design and prepare mock-ups, prototypes and flows in order to test User Experience (UX) solutions or to collect feedback from users, customers, partners or stakeholders."
create-scorm-packages,create SCORM packages,technical,skill/competence,sector-specific,key_4539,esco,Develop educational packages for e-learning platforms using the Sharable Content Object Reference Model (SCORM) standard.
create-semantic-trees,create semantic trees,technical,skill/competence,sector-specific,key_12306,esco,Create coherent lists and hierarchies of concepts and terms to ensure consistent indexing in knowledge organisation systems.
create-sketches,create sketches,technical,skill/competence,sector-specific,key_5645,esco,Draw sketches to prepare for a drawing or as a standalone artistic technique.
create-software-design,create software design,technical,skill/competence,sector-specific,key_4526,esco,Transpose a series of requirements into a clear and organised software design.
create-solutions-to-problems,create solutions to problems,soft,skill/competence,cross-sector,key_1428,esco,"Solve problems which arise in planning, prioritising, organising, directing/facilitating action and evaluating performance. Use systematic processes of collecting, analysing, and synthesising information to evaluate current practice and generate new understandings about practice."
create-storyboards,create storyboards,technical,skill/competence,sector-specific,key_3161,esco,Apply story development and plot lines and edit animations to create storyboards that render the flow of the animation. Map out key scenes and develop characters.
create-technical-plans,create technical plans,technical,skill/competence,cross-sector,key_6336,esco,"Create detailed technical plans of machinery, equipment, tools and other products."
create-training-materials,create training materials,domain,skill/competence,cross-sector,key_5409,esco,Develop and compile training items and resources according to didactical methods and training needs and using specific types of media.
create-website-wireframe,create website wireframe,technical,skill/competence,sector-specific,key_14297,esco,"Develop an image or set of images that display the functional elements of a website or page, typically used for planning a website's functionality and structure."
creatively-use-digital-technologies,creatively use digital technologies,soft,skill/competence,cross-sector,key_2671,esco,Use digital tools and technologies to create knowledge and to innovate processes and products. Engage individually and collectively in cognitive processing to understand and resolve conceptual problems and problem situations in digital environments.
crowdsourcing-strategy,crowdsourcing strategy,domain,knowledge,sector-specific,key_7035,esco,"The high level planning for managing and optimising business processes, ideas or content by gathering contributions from a big community of people, including on-line groups."
cryengine,CryEngine,technical,knowledge,sector-specific,key_1524,esco,"The game engine CryEngine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
css,CSS,technical,knowledge,sector-specific,key_13684,esco,"The computer language CSS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
customer-segmentation,customer segmentation,domain,knowledge,cross-sector,key_2287,esco,The process whereby a target market is divided into specific sets of consumers for further market analysis.
customise-software-for-drive-system,customise software for drive system,technical,skill/competence,cross-sector,key_5292,esco,Adapt and customise software to the specific machine or application.
cyber-attack-counter-measures,cyber attack counter-measures,technical,knowledge,sector-specific,key_6110,esco,"The strategies, techniques and tools that can be used to detect and avert malicious attacks against organisations' information systems, infrastructures or networks. Examples are secure hash algorithm (SHA) and message digest algorithm (MD5) for securing network communications, intrusion prevention systems (IPS), public-key infrastructure (PKI) for encryption and digital signatures in applications."
cyber-security,cyber security,technical,knowledge,sector-specific,key_8309,esco,"The methods that protect ICT systems, networks, computers, devices, services, digital information and people against illegal or unauthorised use."
data-analytics,data analytics,technical,knowledge,cross-sector,key_9586,esco,The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.
data-extraction-transformation-and-loading-tools,"data extraction, transformation and loading tools",technical,knowledge,cross-sector,key_9876,esco,"The tools for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure."
data-mining,data mining,technical,knowledge,sector-specific,key_3315,esco,"The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset."
data-models,data models,technical,knowledge,sector-specific,key_15084,esco,"The techniques and existing systems used for structuring data elements and showing relationships between them, as well as methods for interpreting the data structures and relationships."
data-protection,data protection,domain,knowledge,sector-specific,key_10223,esco,"The principles, ethical issues, regulations and protocols of data protection."
data-quality-assessment,data quality assessment,technical,knowledge,sector-specific,key_12362,esco,"The process of revealing data issues using ​quality indicators, measures and metrics in order to plan data cleansing and data enrichment strategies according to data quality criteria."
data-storage,data storage,technical,knowledge,sector-specific,key_10420,esco,"The physical and technical concepts of how digital data storage is organised in specific schemes both locally, such as hard-drives and random-access memories (RAM) and remotely, via network, internet or cloud."
data-warehouse,data warehouse,technical,knowledge,occupation-specific,key_4698,esco,The data storage system that analyses and reports on data such as a data mart.
database,database,technical,knowledge,cross-sector,key_4957,esco,"The classification of databases, that includes their purpose, characteristics, terminology, models and use such as XML databases, document-oriented databases and full text databases."
database-development-tools,database development tools,technical,knowledge,sector-specific,key_9950,esco,"The methodologies and tools used for creating logical and physical structure of databases, such as logical data structures, diagrams, modelling methodologies and entity-relationships."
database-management-systems,database management systems,technical,knowledge,sector-specific,key_10587,esco,"The tools for creating, updating and managing databases, such as Oracle, MySQL and Microsoft SQL Server."
database-quality-standards,database quality standards,technical,knowledge,sector-specific,key_11133,esco,"Techniques and methods of estimation and evaluation of system quality and overall database quality, as well as the set quality standards and regulations."
db2,DB2,technical,knowledge,sector-specific,key_4602,esco,"The computer program IBM DB2 is a tool for creating, updating and managing databases, developed by the software company IBM."
deal-with-pressure-from-unexpected-circumstances,deal with pressure from unexpected circumstances,soft,skill/competence,sector-specific,key_7972,esco,Strive to achieve objectives despite the pressures arising from unexpected factors outside of your control.
debug-software,debug software,technical,skill/competence,sector-specific,key_3264,esco,"Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults."
decentralized-application-frameworks,decentralized application frameworks,technical,knowledge,sector-specific,key_3262,esco,"The different software frameworks, and their characteristics, advantages and disadvantages, that allow the development of decentralized applications on blockchain infrastructure. Examples are truffle, embark, epirus, openzeppelin, etc."
decision-support-systems,decision support systems,technical,knowledge,sector-specific,key_4601,esco,The ICT systems that can be used to support business or organisational decision making.
deep-learning,deep learning,technical,knowledge,cross-sector,key_14055,esco,"The principles, methods and algorithms of deep learning, a subfield of artificial intelligence and machine learning. Common neural networks like perceptrons, feed-forward, backpropagation, and convolutional and recurrent neural networks."
define-data-quality-criteria,define data quality criteria,technical,skill/competence,sector-specific,key_5913,esco,"Specify the criteria by which data quality is measured for business purposes, such as inconsistencies, incompleteness, usability for purpose and accuracy."
define-database-physical-structure,define database physical structure,technical,skill/competence,sector-specific,key_1358,esco,"Specify the physical configuration of database files on a given media. This consists of in-detail specifications of indexing options, data types and data elements placed in the data dictionary."
define-firewall-rules,define firewall rules,technical,skill/competence,sector-specific,key_1504,esco,Specify rules to govern a set of components aiming to limit access between groups of networks or a particular network and the internet.
define-ict-network-design-policies,define ICT network design policies,technical,skill/competence,occupation-specific,key_11402,esco,"Specify policies, principles, rules, processes and criteria for the design, planning and realisation of ICT networks."
define-integration-strategy,define integration strategy,technical,skill/competence,sector-specific,key_10244,esco,"Specify strategies for system integration, incorporating the time schedule, the processes required to combine components into subsystems and systems, the means on how components will interface as well as the risks associated with the integration."
define-measurable-marketing-objectives,define measurable marketing objectives,domain,skill/competence,cross-sector,key_7984,esco,"Outline the measurable performance indicators of the marketing plan such as market share, customer value, brand awareness, and sales revenues. Follow up on the progress of these indicators during the development of the marketing plan."
define-organisational-standards,define organisational standards,domain,skill/competence,cross-sector,key_12816,esco,"Write, implement and foster the internal standards of the company as part of the business plans for the operations and levels of performance that the company intends to achieve."
define-security-policies,define security policies,technical,skill/competence,sector-specific,key_4330,esco,"Design and execute a written set of rules and policies that have the aim of securing an organisation concerning constraints on behaviour between stakeholders, protective mechanical constraints and data-access constraints."
define-software-architecture,define software architecture,technical,skill/competence,sector-specific,key_14696,esco,"Create and document the structure of software products including components, coupling and interfaces. Ensure feasibility, functionality and compatibility with existing platforms."
define-technical-requirements,define technical requirements,technical,skill/competence,cross-sector,key_13073,esco,"Specify technical properties of goods, materials, methods, processes, services, systems, software and functionalities by identifying and responding to the particular needs that are to be satisfied according to customer requirements."
define-technology-strategy,define technology strategy,technical,skill/competence,sector-specific,key_3236,esco,"Create an overall plan of objectives, practices, principles and tactics related to the use of technologies within an organisation and describe the means to reach the objectives."
deliver-a-sales-pitch,deliver a sales pitch,soft,skill/competence,sector-specific,key_3881,esco,"Prepare and deliver an understandably constructed sales talk for a product or a service, identifying and using persuasive argumentation."
deliver-online-training,deliver online training,soft,skill/competence,cross-sector,key_1984,esco,"Provide training by using online technologies, adapting the learning materials, using e-learning methods, supporting the trainees and communicating online. Instruct virtual classrooms."
deliver-visual-presentation-of-data,deliver visual presentation of data,technical,skill/competence,cross-sector,key_11882,esco,Create visual representations of data such as charts or diagrams for easier understanding.
demonstrate-when-teaching,demonstrate when teaching,soft,skill/competence,cross-sector,key_10996,esco,"Present to others examples of your experience, skills, and competences that are appropriate to specific learning content to help students in their learning."
deploy-cloud-resource,deploy cloud resource,technical,skill/competence,sector-specific,key_6626,esco,"Identify and execute steps required to provision cloud resources, such as networks, servers, storage, applications, GPUs, and services. Define the cloud global infrastructure and remediate deployment issues."
deploy-ict-systems,deploy ICT systems,technical,skill/competence,sector-specific,key_7515,esco,"Deliver and instalI computers or ICT systems, ensuring testing and preparation for use."
design-application-interfaces,design application interfaces,technical,skill/competence,sector-specific,key_10837,esco,"Create and program application interfaces, their operations, inputs and outputs and underlying types."
design-circuit-boards,design circuit boards,technical,skill/competence,cross-sector,key_7839,esco,"Draught circuit boards used in electronic product such as cell phones and computers, make sure to include integrated circuits and microchips in the design."
design-cloud-architecture,design cloud architecture,technical,skill/competence,sector-specific,key_2182,esco,"Design a multi-tier cloud architecture solution, which tolerates faults and is fit for the workload and other business needs. Identify elastic and scalable computing solutions, select high-performing and scalable storage solutions, and choose high-performing database solutions. Identify cost-effective storage, computing, and database services in the cloud."
design-cloud-networks,design cloud networks,technical,skill/competence,sector-specific,key_5494,esco,"Apply cloud networking concepts and implement connectivity services of cloud. Given customer requirements, define network architectures on cloud, propose optimized designs based on the evaluation of an existing implementation. Evaluate and optimize cost allocations given a network design, its cloud resources, and application data flow."
design-component-interfaces,design component interfaces,technical,skill/competence,occupation-specific,key_14622,esco,Use methods and tools to design and program interfaces of software and system components.
design-computer-network,design computer network,technical,skill/competence,sector-specific,key_3058,esco,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity requirements."
design-database-backup-specifications,design database backup specifications,technical,skill/competence,sector-specific,key_10605,esco,Specify procedures to be performed on databases which ensure the copying and archiving of data for possible restoration in case of a data loss event.
design-database-in-the-cloud,design database in the cloud,technical,skill/competence,sector-specific,key_8203,esco,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design."
design-database-scheme,design database scheme,technical,skill/competence,sector-specific,key_7191,esco,"Draft a database scheme by following the Relational Database Management System (RDBMS) rules in order to create a logically arranged group of objects such as tables, columns and processes."
design-digital-call-to-action,design digital call to action,domain,skill/competence,occupation-specific,key_5769,esco,"Appeal the audience in order to provoke their instant response. Use imperative verb forms in the message such as ""Visit us now!""."
design-electronic-systems,design electronic systems,technical,skill/competence,cross-sector,key_15077,esco,"Draft sketches and design electronic systems, products, and components using Computer Aided Design (CAD) software and equipment. Make a simulation so that an assessment can be made of the viability of the product and so the physical parameters can be examined before the actual building of the product."
design-enterprise-architecture,design enterprise architecture,technical,skill/competence,sector-specific,key_14143,esco,"Analyse the business structure and provide a logical organisation of business processes and information infrastructure. Apply principles and practices which help organisations to realise their strategies, respond to disruptions and achieve their goals."
design-firmware,design firmware,technical,skill/competence,cross-sector,key_2453,esco,Design the appropriate firmware to a specific electronic system.
design-for-organisational-complexity,design for organisational complexity,technical,skill/competence,sector-specific,key_13384,esco,"Determine cross-account authentication and access strategy for complex organizations (for example, an organization with varying compliance requirements, multiple business units, and varying scalability requirements). Design networks and multi-account cloud environments for complex organizations."
design-graphics,design graphics,technical,skill/competence,cross-sector,key_14268,esco,Apply a variety of visual techniques in order to design graphic material. Combine graphical elements to communicate concepts and ideas.
design-hardware,design hardware,technical,skill/competence,sector-specific,key_11588,esco,Design and develop new computer hardware systems and components. Draft blueprints and assembly drawings specifying how the computer equipment should be build.
design-ict-hardware-placement,design ICT hardware placement,technical,skill/competence,occupation-specific,key_4750,esco,Describe and plan how cables and related hardware items will be placed throughout the building.
design-information-system,design information system,technical,skill/competence,sector-specific,key_10237,esco,"Define the architecture, composition, components, modules, interfaces and data for integrated information systems (hardware, software and network), based on system requirements and specifications."
design-integrated-circuits,design integrated circuits,technical,skill/competence,cross-sector,key_7258,esco,"Design and draft integrated circuits (IC) or semiconductors, such as microchips, used in electronic products. Integrate all necessary components, such as diodes, transistors, and resistors. Pay attention to the design of input signals, output signals, and power availability."
design-interaction-model,design interaction model,technical,skill/competence,sector-specific,key_2231,esco,"Design and develop an interaction model. Design a multi-turn conversation, use built-in intents and slots, handle unexpected conversational requests or responses, design multi-modal skills using one or more service interfaces (for example, audio, video, and gadgets)."
design-materials-for-multimedia-campaigns,design materials for multimedia campaigns,technical,skill/competence,cross-sector,key_10921,esco,"Draft and develop materials to be produced for a multimedia campaign, keeping in mind budgeting, scheduling and production."
design-microelectromechanical-systems,design microelectromechanical systems,technical,skill/competence,cross-sector,key_11663,esco,"Design and develop microelectromechanical systems (MEMS), such as microsensing devices. Make a model and a simulation using technical design software to assess the viability of the product and examine the physical parameters to ensure a successful production process."
design-microelectronics,design microelectronics,technical,skill/competence,cross-sector,key_8648,esco,"Design and develop microelectronic systems, products, and components according to specifications, such as microchips."
design-principles,design principles,technical,knowledge,cross-sector,key_5404,esco,"The elements used in design such as unity, scale, proportion, balance, symmetry, space, form, texture, colour, light, shade and congruence and their application into practice."
design-process,design process,technical,skill/competence,cross-sector,key_3704,esco,"Identify the workflow and resource requirements for a particular process, using a variety of tools such as process simulation software, flowcharting and scale models."
design-prototypes,design prototypes,technical,skill/competence,cross-sector,key_11375,esco,Design prototypes of products or components of products by applying design and engineering principles.
design-the-digital-interface-of-gambling-betting-and-lottery-games,"design the digital interface of gambling, betting and lottery games",technical,skill/competence,occupation-specific,key_8168,esco,"Create the digital outlook of gambling, betting and lottery games to make them appealing to the audience."
design-thinking,design thinking,technical,knowledge,cross-sector,key_13354,esco,"The process used to identify creative solutions to problem solving, by putting the user at its core. The five stages approach-empathise, define, ideate, prototype and test-are meant to challenge assumptions and iterate solutions that are better suited to the needs of the user."
design-user-interface,design user interface,technical,skill/competence,sector-specific,key_14988,esco,"Create software or device components which enable interaction between humans and systems or machines, using appropriate techniques, languages and tools so as to streamline interaction while using the system or machine."
design-web-based-courses,design web-based courses,technical,skill/competence,cross-sector,key_4634,esco,"Create web-based training and instruction courses using dynamic and static online tools to deliver learning outcomes to the audience of the course. Web tools used here can include streaming video and audio, live internet broadcasts, information portals, chatrooms and bulletin boards."
desktop-publishing,desktop publishing,technical,knowledge,cross-sector,key_11918,esco,The creation of documents using page layout skills on a computer. Desktop publishing software can generate layouts and produce typographic quality text and images.
determine-visual-concepts,determine visual concepts,technical,skill/competence,sector-specific,key_8838,esco,Determine how best to represent a concept visually.
develop-a-coaching-style,develop a coaching style,soft,skill/competence,cross-sector,key_2832,esco,"Develop a style for coaching individuals or groups that ensures all participants are at ease, and are able to acquire the necessary skills and competences provided in the coaching in a positive and productive manner."
develop-account-strategy,develop account strategy,domain,skill/competence,cross-sector,key_10881,esco,Create the strategic goals and actions for future interaction with an account for the organisation.
develop-animations,develop animations,technical,skill/competence,sector-specific,key_14177,esco,"Design and develop visual animations using creativity and computer skills. Make objects or characters appear lifelike by manipulating light, colour, texture, shadow, and transparency, or manipulating static images to give the illusion of motion."
develop-audit-plan,develop audit plan,domain,skill/competence,cross-sector,key_14073,esco,"Define all organisational tasks (time, place and order) and develop a checklist concerning the topics to be audited."
develop-automated-migration-methods,develop automated migration methods,technical,skill/competence,sector-specific,key_1834,esco,"Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually."
develop-automated-software-tests,develop automated software tests,technical,skill/competence,sector-specific,key_7089,esco,"Create software test sets in an automated manner, ​using specialised languages or tools, that can be performed by testing tools in order to save resources, gain efficiency and effectiveness in test execution."
develop-code-exploits,develop code exploits,technical,skill/competence,sector-specific,key_10803,esco,Create and test software exploits in a controlled environment to uncover and check system bugs or vulnerabilities.
develop-creative-ideas,develop creative ideas,soft,skill/competence,cross-sector,key_8963,esco,Developing new artistic concepts and creative ideas.
develop-data-processing-applications,develop data processing applications,technical,skill/competence,occupation-specific,key_14777,esco,Create a customised software for processing data by selecting and using the appropriate computer programming language in order for an ICT system to produce demanded output based on expected input.
develop-design-ideas-cooperatively,develop design ideas cooperatively,soft,skill/competence,sector-specific,key_14956,esco,"Share and develop design ideas with the artistic team. Conceptualise new ideas independently and with others. Present your idea, gain feedback and take it into account. Make sure the design fits with the work of other designers."
develop-digital-educational-materials,develop digital educational materials,technical,skill/competence,cross-sector,key_11192,esco,"Create resources and instructional materials (e-learning, educational video and audio material, educational prezi) using digital technologies to transfer insight and awareness in order to improve learners’ expertise."
